OBJECTID1,HUC_8,HUC_10,HUC_12,ACRES,HU_10_NAME,HU_12_NAME,Basin,DWQ_Basin,Population,Shape__Area,Shape__Length,POP_2010,POP_2000,AREA,POP_CHG_10_20,POP_CHG_00_10,lat,long
1495,3020204,302020401,30202040105,35131.49,Upper Trent River,Town of Comfort-Trent River,NEU,Neuse,732,212316708.6,67168.91356,744,773,,-12,-29,35.0532419,-77.389313
1498,3020204,302020402,30202040205,22898.72,Middle Trent River,Beaverdam Creek-Trent River,NEU,Neuse,731,138638751.4,57573.57089,740,824,,-9,-84,35.0532419,-77.389313
1521,3020204,302020401,30202040101,19191.65,Upper Trent River,Headwaters Trent River,NEU,Neuse,1575,116270951.2,61502.52321,1597,1503,,-22,94,35.0532419,-77.389313
1317,3020105,302010502,30201050210,9064.09,Pamlico Sound-Ocracoke Inlet,Oceanside Seashore-Portsmouth Island,TAR,Tar-Pamlico,0,3186010.035,73016.66773,0,0,,0,0,35.053398,-76.0536957
1612,3020204,302020409,30202040903,7131.37,Neuse River-Pamlico Sound,Portsmouth Island-Pamlico Sound,NEU,Neuse,1,43109915.48,56254.4978,7,2,,-6,5,35.053398,-76.0536957
1475,3020204,302020403,30202040304,13661.27,Lower Trent River,Outlet Brice Creek,NEU,Neuse,6775,82637489.27,47468.51426,5198,2400,,1577,2798,35.0559925,-77.0877273
1499,3020204,302020403,30202040303,28772.72,Lower Trent River,Headwaters Brice Creek,NEU,Neuse,2814,173736390.6,56762.13818,1588,666,,1226,922,35.0559925,-77.0877273
859,3040203,304020302,30402030205,14411.16,Lower Drowning Creek,Quewhiffle Creek,LBR,Lumber,2606,87274320.59,45195.32672,2261,2046,22.51743002,345,215,35.0574024,-79.4084886
1163,6020002,602000202,60200020203,27748.93,Tusquitee Creek-Hiwassee River,Sweetwater Creek-Hiwassee River,HIW,Hiwassee,4878,167951971.9,85155.70091,4627,4037,,251,590,35.0579683,-83.9107648
179,3030005,303000504,30300050406,26939.25,Hood Creek-Cape Fear River,Hood Creek,CPF,Cape Fear,5925,160040236.1,65474.70516,3730,2931,42.09258213,2195,799,35.0596613,-77.0794705
551,3050101,305010115,30501011508,12416.71,Lake Wylie-Catawba River,Torrence Branch-Lake Wylie,CAT,Catawba,5511,18076625.87,21580.32984,1806,610,4.665115281,3705,1196,35.0598289,-81.0119305
625,3010203,301020304,30102030404,15598.97,Wiccacon River,Chinkapin Creek,CHO,Chowan,435,97313625.57,47980.53908,565,578,24.37339,-130,-13,35.0622369,-80.4966058
335,3040105,304010505,30401050506,25016.9,Richardson Creek,Middle Richardson Creek,YAD,Yadkin Pee Dee,9549,151451920,71681.40469,8373,6395,39.08890749,1176,1978,35.0633547,-80.3712978
371,3040105,304010505,30401050507,26878.99,Richardson Creek,Lower Richardson Creek,YAD,Yadkin Pee Dee,1666,162923967.7,71344.78209,1691,1458,41.99842809,-25,233,35.0633547,-80.3712978
394,3040105,304010505,30401050504,38941.83,Richardson Creek,Upper Richardson Creek,YAD,Yadkin Pee Dee,18683,235038853.6,89326.88927,18384,17431,60.8466128,299,953,35.0633547,-80.3712978
921,3050105,305010505,30501050501,29716.55,Sandy Run-Broad River,Richardson Creek-Broad River,BRD,Broad,3314,165516422.7,59322.53188,3498,3245,42.54282449,-184,253,35.0633547,-80.3712978
1421,3020204,302020402,30202040204,43012.81,Middle Trent River,Town of Trenton-Trent River,NEU,Neuse,1461,260366052.1,94956.23064,1661,1708,,-200,-47,35.0641234,-77.3551852
703,6010202,601020203,60102020306,10674.92,Nantahala River,Fontana Lake-Nantahala River,LTN,Little Tennessee,307,65065155.12,47499.31809,329,338,16.67955622,-22,-9,35.0648016,-83.5443104
708,6010202,601020203,60102020302,23559.29,Nantahala River,Headwaters Nantahala River,LTN,Little Tennessee,403,142664847.3,64756.39596,430,261,36.81138944,-27,169,35.0648016,-83.5443104
61,3030004,303000407,30300040704,25638.72,Cross Creek-Cape Fear River,Cross Creek,CPF,Cape Fear,60796,155316994.6,69447.49188,60168,64911,40.0605016,628,-4743,35.0658439,-78.8948741
1452,3020204,302020405,30202040503,17390.56,Cherry Point-Neuse River,Beard Creek,NEU,Neuse,1391,105206630.6,60917.37085,1295,1087,,96,208,35.0691277,-76.8605638
1409,3020105,302010502,30201050206,15157.16,Pamlico Sound-Ocracoke Inlet,Town of Portsmouth-Portsmouth Island,TAR,Tar-Pamlico,0,91721622.1,49413.60479,0,0,,0,0,35.0696135,-76.0637911
88,3030004,303000407,30300040705,27252.96,Cross Creek-Cape Fear River,Headwaters Locks Creek,CPF,Cape Fear,9877,165105978.3,66240.64746,9238,8510,42.58274719,639,728,35.0698885,-78.8237458
762,6010202,601020201,60102020103,21633.03,Headwaters Little Tennessee River,Coweeta Creek-Little Tennessee River,LTN,Little Tennessee,1945,130969292.4,73616.99063,1841,1426,33.8016013,104,415,35.0709185,-83.4056393
154,3030006,303000604,30300060405,21879.85,Great Coharie Creek,White Oak Swamp-Great Coharie Creek,CPF,Cape Fear,2822,132448914.7,65890.0836,2991,2676,34.18726963,-169,315,35.0712026,-78.3728399
526,3050101,305010114,30501011405,10963.99,Mountain Island Lake-Catawba River,Fites Creek-Catawba River,CAT,Catawba,18837,66693861.27,51361.01778,16068,15089,17.13123013,2769,979,35.0770322,-83.8640669
1117,6020002,602000202,60200020202,14866.74,Tusquitee Creek-Hiwassee River,Fires Creek,HIW,Hiwassee,242,90135614.51,53171.15646,229,160,,13,69,35.0770322,-83.8640669
481,3050101,305010101,30501010104,16435.64,Headwaters Catawba River,Buck Creek,CAT,Catawba,637,101171453.2,54075.45902,686,627,25.68069354,-49,59,35.0776586,-83.6029035
695,6010202,601020203,60102020301,9685.55,Nantahala River,Buck Creek,LTN,Little Tennessee,132,58657551.88,42059.74519,139,101,15.13367548,-7,38,35.0776586,-83.6029035
710,6010103,601010304,60101030401,8731.24,Doe River,Buck Creek,WAT,Watauga,99,3445795.781,20259.50195,157,62,0.865295124,-58,95,35.0776586,-83.6029035
961,3050105,305010515,30501051501,23274.3,Pacolet River,Buck Creek,BRD,Broad,391,18663877.54,19370.85037,431,337,4.800965924,-40,94,35.0776586,-83.6029035
971,3040206,304020607,30402060703,35624.21,Buck Creek-Waccamaw River,Buck Creek,LBR,Lumber,428,76368255.63,44532.31644,572,601,20.20044825,-144,-29,35.0776586,-83.6029035
1363,3020105,302010502,30201050207,29701.35,Pamlico Sound-Ocracoke Inlet,Pamlico Sound-Ocracoke Inlet,TAR,Tar-Pamlico,797,156656390.8,64690.90996,898,656,,-101,242,35.0861054,-76.0333885
41,3030004,303000406,30300040608,13541.99,Rockfish Creek,Bones Creek,CPF,Cape Fear,18482,82025049.69,50792.85893,17921,15940,21.15935357,561,1981,35.0862929,-79.0588518
1113,6020002,602000206,60200020603,10313.67,Nottely River,Nottely River,HIW,Hiwassee,1827,62419078,41530.98309,1524,1169,,303,355,35.0898051,-84.0763001
1128,6020002,602000206,60200020602,17823.9,Nottely River,Rapier Mill Creek-Nottely River,HIW,Hiwassee,1968,69361641.95,42762.06025,1710,1398,,258,312,35.0898051,-84.0763001
1188,6020002,602000206,60200020601,18769.83,Nottely River,Dooley Creek-Nottely River,HIW,Hiwassee,1886,47022559.49,38865.77606,1701,1275,,185,426,35.0898051,-84.0763001
1116,6020002,602000202,60200020201,27433.18,Tusquitee Creek-Hiwassee River,Tusquitee Creek,HIW,Hiwassee,910,166215985.3,64862.25935,817,659,,93,158,35.0902285,-83.7069573
854,3040203,304020302,30402030202,24075.74,Lower Drowning Creek,Aberdeen Creek,LBR,Lumber,21747,146010507.1,65614.06339,18341,13926,37.61834841,3406,4415,35.0937596,-79.4506955
432,3040105,304010507,30401050706,12473.22,Lower Rocky River,Cribs Creek,YAD,Yadkin Pee Dee,894,75581963.84,50575.05699,1005,874,19.48941239,-111,131,35.095263,-80.2460615
541,3050101,305010115,30501011505,15033.58,Lake Wylie-Catawba River,Mill Creek-Lake Wylie,CAT,Catawba,5037,49684014.64,59858.36219,2963,2367,12.80432031,2074,596,35.0953299,-81.0506249
1456,3020204,302020402,30202040201,11857.66,Middle Trent River,Chinquapin Branch,NEU,Neuse,307,71856804.34,38076.25844,290,320,,17,-30,35.1001826,-77.4590772
204,3030007,303000702,30300070204,23435.8,Headwaters Northeast Cape Fear River,Mathews Creek-Northeast Cape Fear River,CPF,Cape Fear,2138,142050001,59939.35443,2782,1959,36.61844565,-644,823,35.1035455,-77.8031288
1422,3020204,302020403,30202040305,14458.74,Lower Trent River,City of New Bern-Trent River,NEU,Neuse,15971,87558256.17,56307.82098,15548,13498,,423,2050,35.108493,-77.0441143
1110,3060101,306010101,30601010103,22943.78,Headwaters Keowee River-Lake Jocassee,Horsepasture River,SAV,Savannah,1679,127612467.9,72354.15524,1137,952,,542,185,35.1109344,-83.0065938
405,3040104,304010402,30401040205,21453.74,Lake Tillery-Pee Dee River,Leak Island-Pee Dee River,YAD,Yadkin Pee Dee,718,130120028.4,83207.77137,855,768,33.52147392,-137,87,35.1157048,-80.0642249
1574,3020301,302030106,30203010601,9466.19,Oyster Creek-Jarrett Bay,Oyster Creek,WOK,White Oak,61,57022917.56,32126.68814,87,73,,-26,14,35.1182265,-75.9754538
802,6010105,601010501,60101050103,16552.84,Headwaters French Broad River,East Fork French Broad River,FBR,French Broad,1277,100103908.2,58830.45294,1264,1150,25.80269223,13,114,35.1194624,-82.7347004
996,3020202,302020206,30202020605,23570.34,Hog Island-Neuse River,Headwaters Bachelor Creek,NEU,Neuse,557,142900746.2,66755.45565,684,768,36.82867177,-127,-84,35.1218276,-77.1830154
1027,3020202,302020206,30202020606,16387.27,Hog Island-Neuse River,Outlet Bachelor Creek,NEU,Neuse,1732,99468085.37,59630.16903,1745,1584,25.60511425,-13,161,35.1218276,-77.1830154
715,6010202,601020202,60102020203,24152.1,Cullasaja River,Lower Cullasaja River,LTN,Little Tennessee,3051,146498371.7,74809.98535,2907,2636,37.73766158,144,271,35.1222439,-83.298714
759,6010202,601020202,60102020201,21905.14,Cullasaja River,Upper Cullasaja River,LTN,Little Tennessee,2275,132667601,69447.68794,1910,1981,34.22678154,365,-71,35.1222439,-83.298714
777,3040203,304020302,30402030204,11213.82,Lower Drowning Creek,Middle Drowning Creek,LBR,Lumber,745,67875136.96,61256.95805,788,1189,17.52159992,-43,-401,35.124204,-79.5489482
793,3040203,304020302,30402030206,34143.81,Lower Drowning Creek,Lower Drowning Creek,LBR,Lumber,2836,206381905.6,76054.67458,2962,2910,53.34969673,-126,52,35.124204,-79.5489482
825,3040203,304020301,30402030104,16785.06,Upper Drowning Creek,Big Branch-Upper Drowning Creek,LBR,Lumber,903,101739242.3,60803.86954,749,548,26.22664904,154,201,35.124204,-79.5489482
856,3040203,304020301,30402030102,23711.82,Upper Drowning Creek,Headwaters Drowning Creek,LBR,Lumber,1660,144180511.1,63623.7452,2079,2318,37.04972585,-419,-239,35.124204,-79.5489482
937,3050103,305010301,30501030106,9727.1,Sugar Creek,McMullen Creek,CAT,Catawba,47167,58994464.77,54253.8327,42747,41754,15.19859364,4420,993,35.1271758,-80.8183838
933,3050103,305010301,30501030107,29874.2,Sugar Creek,McAlpine Creek,CAT,Catawba,150283,174553258.9,101692.8768,137781,121359,44.96519484,12502,16422,35.1288976,-80.7989567
982,3020202,302020202,30202020206,33388.79,Bear Creek-Neuse River,City of Kinston-Neuse River,NEU,Neuse,7726,202990344.6,83386.33115,8243,8263,52.16997986,-517,-20,35.1312747,-76.5038153
1070,3020202,302020206,30202020603,31962.62,Hog Island-Neuse River,Halfmoon Creek-Neuse River,NEU,Neuse,2480,194776915.8,77045.83957,2778,2649,49.94158987,-298,129,35.1312747,-76.5038153
1327,3020201,302020111,30202011103,32166.45,Walnut Creek-Neuse River,Poplar Creek-Neuse River,NEU,Neuse,37525,197873320.1,80005.51666,27264,15245,,10261,12019,35.1312747,-76.5038153
1341,3020201,302020111,30202011104,20052.77,Walnut Creek-Neuse River,Mill Creek-Neuse River,NEU,Neuse,20558,123062966.7,73761.31807,11045,5936,,9513,5109,35.1312747,-76.5038153
1343,3020201,302020111,30202011105,22758.98,Walnut Creek-Neuse River,Buffalo Creek-Neuse River,NEU,Neuse,18282,139410289.1,91922.23105,17457,16379,,825,1078,35.1312747,-76.5038153
1420,3020204,302020405,30202040505,18309.19,Cherry Point-Neuse River,Cherry Point-Neuse River,NEU,Neuse,0,110640332.7,57880.69585,0,0,,0,0,35.1312747,-76.5038153
1442,3020204,302020404,30202040401,14210.71,Upper Broad Creek-Neuse River,City of New Bern-Neuse River,NEU,Neuse,16364,86201272.74,44537.49972,17526,15777,,-1162,1749,35.1312747,-76.5038153
1466,3020204,302020407,30202040705,24928.8,Neuse River,Neuse River,NEU,Neuse,1,150946994.5,61633.04113,0,0,,1,0,35.1312747,-76.5038153
1467,3020201,302020117,30202011702,31947.81,Moccasin Creek-Neuse River,Polecat Branch-Neuse River,NEU,Neuse,2397,195154456.9,95798.95125,2272,2235,,125,37,35.1312747,-76.5038153
1490,3020204,302020407,30202040702,14759.53,Neuse River,South River-Neuse River,NEU,Neuse,3,89274034.88,43967.63695,0,0,,3,0,35.1312747,-76.5038153
1510,3020204,302020404,30202040404,15919.48,Upper Broad Creek-Neuse River,Northwest Creek-Neuse River,NEU,Neuse,6223,96415901.39,54060.34569,6782,6102,,-559,680,35.1312747,-76.5038153
1560,3020204,302020409,30202040904,81670.74,Neuse River-Pamlico Sound,Neuse River-Pamlico Sound,NEU,Neuse,0,494891728.4,116108.4424,0,2,,0,-2,35.1312747,-76.5038153
902,3050103,305010301,30501030108,21434.9,Sugar Creek,Steele Creek,CAT,Catawba,34335,59743342.74,39062.2248,27141,14024,15.39935415,7194,13117,35.1380319,-80.981247
1326,3020105,302010502,30201050205,15756.94,Pamlico Sound-Ocracoke Inlet,Howard Reef-Ocracoke Island,TAR,Tar-Pamlico,0,95646330.11,71769.31752,43,106,,-43,-63,35.1390599,-75.9737874
1174,3060101,306010101,30601010101,15658.3,Headwaters Keowee River-Lake Jocassee,Lake Toxaway-Headwaters Toxaway River,SAV,Savannah,1033,94931146.89,55820.93926,1015,917,,18,98,35.1462588,-82.9571817
118,3030006,303000603,30300060301,30510.34,Little Coharie Creek,Caesar Swamp-Little Coharie Creek,CPF,Cape Fear,3050,185141862.4,71811.80143,2824,2667,47.67240624,226,157,35.148278,-78.5348497
1152,6020002,602000209,60200020901,12411.86,Spring Creek-Hiwassee River,South Shoal Creek,HIW,Hiwassee,535,75204492.5,52986.21208,531,469,,4,62,35.148413,-84.2265848
453,3050102,305010205,30501020504,18142.29,Middle South Fork Catawba River,Sulphur Branch-South Fork Catawba River,CAT,Catawba,12568,110819597.1,64891.86774,12967,13209,28.34732287,-399,-242,35.1495863,-81.0328533
522,3050102,305010206,30501020604,13119.13,Lower South Fork Catawba River,Coley Creek-South Fork Catawba River,CAT,Catawba,5270,79988398.48,59788.47118,5219,4868,20.49863999,51,351,35.1495863,-81.0328533
745,6010202,601020201,60102020105,21853.89,Headwaters Little Tennessee River,Lower Cartoogechaye Creek,LTN,Little Tennessee,4392,132627140.5,62795.35836,3968,3416,34.14670917,424,552,35.1513698,-83.4483131
761,6010202,601020201,60102020104,14903.52,Headwaters Little Tennessee River,Upper Cartoogechaye Creek,LTN,Little Tennessee,1088,90330700.38,40533.84857,1059,860,23.28675676,29,199,35.1513698,-83.4483131
1441,3020204,302020408,30202040803,40249.01,Jones Bay-Bay River,Lower Bay River,NEU,Neuse,655,244383415.9,83169.09599,774,754,,-119,20,35.1566532,-76.664297
1502,3020204,302020408,30202040802,30625.7,Jones Bay-Bay River,Middle Bay River,NEU,Neuse,1449,185735749.4,68186.08238,1817,1943,,-368,-126,35.1566532,-76.664297
1509,3020204,302020408,30202040801,26415.44,Jones Bay-Bay River,Upper Bay River,NEU,Neuse,2463,160220835,56407.02893,2653,2610,,-190,43,35.1566532,-76.664297
1423,3020204,302020404,30202040403,11606.25,Upper Broad Creek-Neuse River,Outlet Upper Broad Creek,NEU,Neuse,2388,70351398.96,48925.95234,2150,1596,,238,554,35.1591653,-76.9383668
1525,3020204,302020404,30202040402,19639.05,Upper Broad Creek-Neuse River,Headwaters Upper Broad Creek,NEU,Neuse,782,119259763.4,48045.67805,816,802,,-34,14,35.1591653,-76.9383668
168,3030007,303000702,30300070202,13531.38,Headwaters Northeast Cape Fear River,Buck Marsh Branch,CPF,Cape Fear,2111,82160026.8,49452.07908,2790,1678,21.14277453,-679,1112,35.1626854,-77.8667414
45,3030004,303000407,30300040701,25586.91,Cross Creek-Cape Fear River,Town of Wade-Cape Fear River,CPF,Cape Fear,2243,155405934.6,59369.18796,2233,2182,39.97953939,10,51,35.1629782,-78.7359296
1197,6020002,602000207,60200020702,22912.63,Hiwassee Lake-Hiwassee River,Grape Creek-Hiwassee Lake,HIW,Hiwassee,3589,138789190,106902.2659,3254,2814,,335,440,35.1642457,-84.254086
861,6010105,601010501,60101050102,18961.63,Headwaters French Broad River,West Fork French Broad River,FBR,French Broad,1337,115092152.3,68324.67946,1513,1359,29.62754208,-176,154,35.1658942,-82.9003612
1183,6020002,602000209,60200020902,19623.62,Spring Creek-Hiwassee River,Apalachia Lake-Hiwassee River,HIW,Hiwassee,507,118010486.5,84232.61364,495,534,,12,-39,35.1681312,-84.2403925
884,3050103,305010301,30501030104,9499.48,Sugar Creek,Irvins Creek,CAT,Catawba,24190,57641811.8,38198.12952,22686,15917,14.8429393,1504,6769,35.1692411,-80.6992511
969,3050103,305010301,30501030102,32647.87,Sugar Creek,Little Sugar Creek,CAT,Catawba,195523,197658885.1,90777.71086,169467,165788,50.84527901,26056,3679,35.1692802,-80.832561
636,6010203,601020301,60102030102,23517.11,Upper Tuckasegee River,Lake Glenville-West Fork Tuckasegee River,LTN,Little Tennessee,1979,142706414.1,62952.02451,1777,1609,36.7454773,202,168,35.1735496,-83.1474783
393,3040105,304010507,30401050704,25727,Lower Rocky River,Rock Hole Creek-Rocky River,YAD,Yadkin Pee Dee,5648,156180738.5,83836.70044,5349,4511,40.19844234,299,838,35.1761133,-80.4168797
161,3030007,303000702,30300070205,15103.27,Headwaters Northeast Cape Fear River,Burn Coat Creek-Northeast Cape Fear River,CPF,Cape Fear,1169,91412307.48,49719.19081,1253,1094,23.59885102,-84,159,35.1763017,-77.7522328
819,6010105,601010501,60101050105,14192.63,Headwaters French Broad River,Cherryfield Creek-French Broad River,FBR,French Broad,3090,86114660.04,66275.8794,3020,2832,22.17598339,70,188,35.1803329,-82.8087905
689,6010202,601020202,60102020202,13206.13,Cullasaja River,Ellijay Creek,LTN,Little Tennessee,1031,80215863.6,42352.28501,786,710,20.63457411,245,76,35.1825838,-83.2706554
700,6010202,601020203,60102020303,25026.8,Nantahala River,Nantahala Lake-Nantahala River,LTN,Little Tennessee,294,151883665.4,60693.33947,262,213,39.10436852,32,49,35.1825851,-83.6654286
175,3030006,303000604,30300060403,11292.94,Great Coharie Creek,Ward Swamp,CPF,Cape Fear,1201,68571696.85,41033.70648,1344,1126,17.64521712,-143,218,35.1836193,-78.3358565
24,3030004,303000403,30300040304,21809.5,Headwaters Little River,James Creek,CPF,Cape Fear,1750,132414271.9,62994.65801,1593,1427,34.07733805,157,166,35.1847117,-79.2929955
35,3030004,303000403,30300040305,21497.53,Headwaters Little River,Upper Crane Creek,CPF,Cape Fear,3834,130986671,66590.98187,3425,3087,33.58989285,409,338,35.1852761,-79.1683567
991,3020202,302020203,30202020302,19854.32,Mosley Creek-Neuse River,Outlet Southwest Creek,NEU,Neuse,2378,120641795.9,55428.28281,2730,2559,31.02237818,-352,171,35.1863107,-77.6414038
1041,3020202,302020203,30202020301,23904.29,Mosley Creek-Neuse River,Headwaters Southwest Creek,NEU,Neuse,3030,145044158.6,59063.91966,3131,2739,37.35046297,-101,392,35.1863107,-77.6414038
1536,3020302,302030202,30203020205,29719.05,New River,Outlet Southwest Creek,WOK,White Oak,11818,178362322.2,78413.27294,11113,9422,,705,1691,35.1863107,-77.6414038
1599,3020302,302030202,30203020204,17029.16,New River,Headwaters Southwest Creek,WOK,White Oak,4740,102411614.8,47156.25293,4268,3639,,472,629,35.1863107,-77.6414038
824,6010105,601010501,60101050101,24193.43,Headwaters French Broad River,North Fork French Broad River,FBR,French Broad,790,147068175.1,64877.36889,909,747,37.80223231,-119,162,35.189506,-82.8519636
1330,3020105,302010503,30201050306,12828.03,Pamlico Sound-Hatteras Inlet,Pamlico Sound-Hatteras Inlet,TAR,Tar-Pamlico,99,65030760.48,45684.15684,67,90,,32,-23,35.1909311,-75.7574989
999,3020202,302020206,30202020607,8214.57,Hog Island-Neuse River,Hog Island-Neuse River,NEU,Neuse,3306,49864852.52,46573.35577,2990,2122,12.83526862,316,868,35.1934923,-79.2964179
1146,6020002,602000209,60200020903,12249.93,Spring Creek-Hiwassee River,Shuler Creek,HIW,Hiwassee,73,74415893.38,43667.27455,64,72,,9,-8,35.1948714,-84.2726458
501,3040105,304010503,30401050306,15766.72,Middle Rocky River,Clear Creek,YAD,Yadkin Pee Dee,10837,95792594.1,55339.83164,8267,6902,24.63549912,2570,1365,35.2020886,-80.6000676
842,6010105,601010503,60101050302,28811.27,Mud Creek,Clear Creek,FBR,French Broad,16345,175854462.4,80137.30536,14001,10379,45.01760554,2344,3622,35.2020886,-80.6000676
343,3040105,304010507,30401050705,18535.17,Lower Rocky River,Gilberts Creek-Rocky River,YAD,Yadkin Pee Dee,1958,112531826.5,61614.53812,2047,1879,28.96120945,-89,168,35.2035846,-80.2955418
763,6010105,601010501,60101050104,9258.1,Headwaters French Broad River,Catheys Creek,FBR,French Broad,849,56277755.84,40884.12153,901,836,14.4657782,-52,65,35.2036559,-82.783247
946,3050105,305010504,30501050403,28747.37,Second Broad River,Catheys Creek,BRD,Broad,7577,175640031,83725.84706,7752,7067,44.91776574,-175,685,35.2036559,-82.783247
1168,6020002,602000204,60200020402,26034.11,Valley River,Upper Valley River,HIW,Hiwassee,3639,158146930.3,65021.57119,3834,3832,,-195,2,35.2061871,-83.8253932
915,3050105,305010506,30501050601,20844.69,Upper First Broad River,Headwaters First Broad River,BRD,Broad,536,127716788.2,62332.2937,479,432,32.56983003,57,47,35.2076278,-81.6062443
966,3050105,305010506,30501050602,20109.08,Upper First Broad River,Brier Creek-First Broad River,BRD,Broad,810,123152620.8,54948.8255,808,773,31.42043689,2,35,35.2076278,-81.6062443
1005,3050105,305010507,30501050703,16433.72,Lower First Broad River,Hickory Creek-First Broad River,BRD,Broad,20793,99997716.84,48540.87744,19827,20570,25.67768834,966,-743,35.2076278,-81.6062443
1025,3050105,305010507,30501050705,9667.19,Lower First Broad River,Outlet First Broad River,BRD,Broad,3048,58749506.82,46630.63821,3099,3037,15.10497716,-51,62,35.2076278,-81.6062443
1516,3020201,302020114,30202011402,21360.65,Falling Creek,Thunder Swamp-Thoroughfare Swamp,NEU,Neuse,3326,129839937.4,71881.7273,3593,3480,,-267,113,35.2090107,-78.1079578
1106,6020002,602000204,60200020403,13523.47,Valley River,Middle Valley River,HIW,Hiwassee,1453,82064006.26,50628.30829,1415,1282,,38,133,35.2091006,-83.788941
1142,6020002,602000204,60200020404,8848.37,Valley River,Lower Valley River,HIW,Hiwassee,2001,53646140.02,39557.99773,2064,1839,,-63,225,35.2091006,-83.788941
1178,6020002,602000204,60200020401,26541.95,Valley River,Headwaters Valley River,HIW,Hiwassee,2293,161235331.3,66735.09783,2399,2258,,-106,141,35.2091006,-83.788941
130,3030006,303000604,30300060401,11611.43,Great Coharie Creek,House Pond-Sevenmile Swamp,CPF,Cape Fear,1080,70563490.69,51617.26077,1040,953,18.14285403,40,87,35.209243,-78.4297086
1171,6020002,602000207,60200020701,26091.63,Hiwassee Lake-Hiwassee River,Hanging Dog Creek,HIW,Hiwassee,1253,158412171.2,64766.03374,1292,1152,,-39,140,35.2116161,-83.992612
284,3040101,304010104,30401010407,9226.07,Roaring River-Yadkin River,Briar Creek-Yadkin River,YAD,Yadkin Pee Dee,975,57418511.36,43608.74649,1087,1119,14.41572671,-112,-32,35.2121169,-80.7907103
775,3040203,304020309,30402030904,18772.31,Lower Big Swamp,Brier Creek-Big Swamp,LBR,Lumber,499,112077199.8,61613.90042,567,564,29.33174221,-68,3,35.2121169,-80.7907103
887,3050105,305010512,30501051201,28603.17,North Pacolet River,Upper North Pacolet River,BRD,Broad,6336,147959949,76428.6146,6483,6310,38.03788162,-147,173,35.2129157,-82.2772597
899,3050105,305010512,30501051202,20236.4,North Pacolet River,Middle North Pacolet River,BRD,Broad,1578,62785137.95,40780.45394,1679,1584,16.14522248,-101,95,35.2129157,-82.2772597
970,3050105,305010512,30501051203,26325.84,North Pacolet River,Lower North Pacolet River,BRD,Broad,1141,54151053.29,39079.97114,1176,1045,13.92349669,-35,131,35.2129157,-82.2772597
687,6010202,601020204,60102020401,27883.38,Alarka Creek-Little Tennessee River,Lake Emory-Little Tennessee River,LTN,Little Tennessee,11015,169440608.2,66975.17011,10155,9091,43.56777424,860,1064,35.212949,-83.3699235
1064,3020202,302020206,30202020604,21063.06,Hog Island-Neuse River,Pinetree Creek-Neuse River,NEU,Neuse,2349,128081740.8,58217.80408,2542,1948,32.91103006,-193,594,35.2130985,-77.1227693
527,3050101,305010115,30501011502,20678.93,Lake Wylie-Catawba River,Catawba Creek,CAT,Catawba,44831,123066961.1,62343.48842,38840,34771,31.64955868,5991,4069,35.2159722,-81.130611
1429,3020204,302020408,30202040804,13801.48,Jones Bay-Bay River,Jones Bay,NEU,Neuse,74,83874408.86,46324.47617,91,142,,-17,-51,35.2175708,-76.5199195
387,3040104,304010404,30401040401,20719.6,Little River,Cheek Creek,YAD,Yadkin Pee Dee,561,125919767.2,73363.0159,655,549,32.37436843,-94,106,35.2184565,-79.8856824
994,3050105,305010508,30501050804,23810.34,Buffalo Creek,Beason Creek-Buffalo Creek,BRD,Broad,13065,144729684.1,62420.2352,12902,12422,37.20365741,163,480,35.2205228,-81.4220357
1718,3010103,301010308,30101030807,31400.46,Lower Smith River,Fall Creek-Smith River,ROA,Roanoke,7213,42247363.43,32944.44474,7661,7463,,-448,198,35.222337,-82.6959581
787,6010105,601010502,60101050203,14890.06,Davidson River-French Broad River,Williamson Creek-French Broad River,FBR,French Broad,11289,90530280.77,48435.83162,11355,10097,23.26571779,-66,1258,35.2228215,-82.6936393
1080,3050105,305010501,30501050101,26993.03,Upper Green River,Lake Summit-Green River,BRD,Broad,3087,163898631.4,77679.3182,3148,2685,,-61,463,35.2262092,-82.4150054
723,6010202,601020203,60102020304,28363.51,Nantahala River,Whiteoak Creek-Nantahala River,LTN,Little Tennessee,539,172434525.4,72359.59818,618,661,44.31798642,-79,-43,35.2270518,-83.6075601
600,6010203,601020301,60102030103,13715,Upper Tuckasegee River,Trout Creek-West Fork Tuckasegee River,LTN,Little Tennessee,606,83349353.28,45709.40143,605,466,21.42969287,1,139,35.233102,-83.1421119
894,3050109,305010901,30501090101,16267.64,North Saluda River,Upper North Saluda River,BRD,Broad,1,529653.3594,41087.66726,3,1,0.136265602,-2,2,35.2362264,-82.3492839
935,3050109,305010902,30501090203,31502.38,South Saluda River,Middle Saluda River,BRD,Broad,10,1508282.652,62518.34735,9,4,0.388420907,1,5,35.2362264,-82.3492839
450,3050101,305010115,30501011501,26524.68,Lake Wylie-Catawba River,Upper Crowders Creek,CAT,Catawba,28370,161265091.3,67196.06556,27789,28645,41.44481809,581,-856,35.2370723,-81.2683859
516,3050101,305010115,30501011504,36665.7,Lake Wylie-Catawba River,Lower Crowders Creek,CAT,Catawba,10742,118151743.9,76552.08748,10565,10362,30.40300329,177,203,35.2370723,-81.2683859
