X,Y,OBJECTID,EPAID,SITENAME,SITEADDR,SITECITY,SITECOUNTY,LATITUDE,LONGITUDE,source,GEOLOC_COD,STATUS,PRO_CONTAC,PHONE,EMAIL,NFA_RESTRI,Update_Dat,Doc_Link
-82.52894106,35.45389885,3422,NONCD0000163,Fishburne Refuse Dump,Bradley Branch Rd,Arden,Buncombe,35.45389885,-82.52894106,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000163*%22}
-82.590026,35.63933,3423,NCD980558019,Elk Mountain LDFL/Ashville City LF,Elk Park Dr,ASHEVILLE,Buncombe,35.63933,-82.590026,ESRI AGOL BASE MAP,31,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NCD980558019*%22}
-82.3610663699999,35.6206347900001,3424,NCD980557912,Grove stone LF,842 Old US hwy 70,Black Mountain,Buncombe,35.62063479,-82.36106637,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NCD980557912*%22}
-82.68054985,35.5717168300001,3425,NONCD0000162,Candler Refuse Disposal Area,103 Daniel Ridge Rd,CANDLER,Buncombe,35.57171683,-82.68054985,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000162*%22}
-82.57783567,35.6053271600001,3426,NONCD0000811,Pearson Bridge dump,690 riverside Dr,asheville,BUNCOMBE,35.60532716,-82.57783567,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000811*%22}
-82.48524539,35.5738794700001,3427,NONCD0000773,Azalea Road Landfill,Hardesty Rd,Oteen,Buncombe,35.57387947,-82.48524539,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000773*%22}
-81.66538675,35.7699777300001,3428,NONCD0000177,Morgantown Dump,Vine Arden Rd,MORGANTON,Burke,35.76997773,-81.66538675,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000177*%22}
-81.66875558,35.8264743400001,3429,NONCD0000168,Bristol Creek Comm. Dump,1180 Sundance Lane,Chesterfield,Burke,35.82647434,-81.66875558,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000168*%22}
-81.39847594,35.7358738300001,3430,NONCD0000651,Hickory Landfill,City of Hickory Regional Airport,Hickory,BURKE,35.73587383,-81.39847594,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000651*%22}
-81.8397717999999,35.6663947100001,3431,NONCD0000169,Dysartsville Dump,5391 Morning Star Church Rd,DYSARTSVILLE,Burke,35.66639471,-81.8397718,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000169*%22}
-81.5840243599999,35.77275919,3432,NONCD0000172,Drexel Dump,524 Bryant Rd,DREXEL,Burke,35.77275919,-81.58402436,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000172*%22}
-81.5686039299999,35.7655295800001,3433,NONCD0000174,Valdese Refuse Dump,1400 Falls Rd NW,VALDESE,Burke,35.76552958,-81.56860393,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000174*%22}
-80.56633793,35.37716212,3434,NONCD0000180,Concord Landfill,850 Warren Coleman Blvd. South,Concord,Cabarrus,35.37716212,-80.56633793,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000180*%22}
-80.43751515,35.41826358,3435,NONCD0000181,Mount Pleasant Dump,Mount Pleasant Rd. (SR 1006),Mount Pleasant,Cabarrus,35.41826358,-80.43751515,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000181*%22}
-80.6503519299999,35.5008851800001,3436,NONCD0000797,Frank James Dump,6210 Hilltop Ave.,Kannapolis,Cabarrus,35.50088518,-80.65035193,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000797*%22}
-80.6314869299999,35.41194123,3437,NONCD0000799,Arthur Allman Dump,3224 Poplar Tent Rd.,Concord,Cabarrus,35.41194123,-80.63148693,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000799*%22}
-80.6074080399999,35.4172394,3438,NONCD0001028,Gurley Drive LDFL,292 Gurley Dr.,Concord,Cabarrus,35.4172394,-80.60740804,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0001028*%22}
-80.54934686,35.46694862,3439,NONCD0000178,Earnhardt Road Dump,Dickens Place,Kannapolis,Cabarrus,35.46694862,-80.54934686,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000178*%22}
-81.57970002,35.95214746,3440,NONCD0000193,Lenoir Dump,Beard Collettsville Rd,LENOIR,Caldwell,35.95214746,-81.57970002,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000193*%22}
-81.71985087,36.105776,3441,NONCD0000194,Blowing Rock LF,Pack Hill RD,BLOWING ROCK,Caldwell,36.105776,-81.71985087,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000194*%22}
-81.49760065,35.7937759000001,3442,NONCD0000191,Helton Refuse Dump,5351 Cannon Dr,Granite Falls,Caldwell,35.7937759,-81.49760065,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000191*%22}
-81.4256739099999,35.7755201000001,3443,NONCD0000190,Rhodhiss Dump,Park Place,RHODHISS,Caldwell,35.7755201,-81.42567391,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000190*%22}
-81.47941267,36.01807403,3444,NONCD0000189,Walsh Refuse Dump,2171 Piney Grove Circle,Lenoir,Caldwell,36.01807403,-81.47941267,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000189*%22}
-81.47148992,35.8852262500001,3445,NONCD0000188,Garnes Refuse Dump,2250 Garnes Place,Lenoir,Caldwell,35.88522625,-81.47148992,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000188*%22}
-81.4837667,35.8921084400001,3446,NONCD0000187,Chester Refuse Disposal,Dave Chester Dr,Lenoir,Caldwell,35.89210844,-81.4837667,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000187*%22}
-81.4212074499999,35.8044604500001,3447,NONCD0000186,Granite Falls Dump,Quarry Rd,GRANITE FALLS,Caldwell,35.80446045,-81.42120745,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000186*%22}
-81.37165619,35.86292009,3448,NONCD0000716,Charlie Little Rd ldfl,Dudley Shoals Rd,Granite Falls,CALDWELL,35.86292009,-81.37165619,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000716*%22}
-81.36577556,35.8674790900001,3449,NONCD0000769,Dudley Shoals Rd ldfl,Dudley Shoals Rd,DUDLEY SHOALS,CALDWELL,35.86747909,-81.36577556,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000769*%22}
-81.6238,35.8839,3450,NONCD0000195,Shew Refuse Disposal,SR 1143 W,lenoir,CALDWELL,35.8839,-81.6238,UNKNOWN,31,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000195*%22}
-76.12807256,36.30492723,3451,NONCD0000196,Newby's Trash Service Dump,South Mill Dam Road,Camden,Camden,36.30492723,-76.12807256,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000196*%22}
-76.3291789799999,34.8895639200001,3452,NONCD0000199,Atlantic Refuse Dump,CORE SOUND LOOP ROAD,ATLANTIC,Carteret,34.88956392,-76.32917898,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000199*%22}
-77.08192116,34.70025931,3453,NONCD0000213,Cape Carteret Dump,HOLLAND POINT ROAD,CAPE CARTERET,Carteret,34.70025931,-77.08192116,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000213*%22}
-77.0049208999999,34.6701158000001,3454,NONCD0000212,Emerald Isle Dump,6712 EMERALD DRIVE,EMERALD ISLE,Carteret,34.6701158,-77.0049209,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000212*%22}
-77.01113642,34.7081346000001,3455,NONCD0000211,Raynor Garbage Disposal Dump,264 BOGUE LOOP ROAD,BOGUE,Carteret,34.7081346,-77.01113642,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000211*%22}
-76.3683838599999,34.8827343900001,3456,NONCD0000210,Winston Hill LF,WINSTON DRIVE,ATLANTIC,Carteret,34.88273439,-76.36838386,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000210*%22}
-76.8830396399999,34.7536288800001,3457,NONCD0000209,Carteret County LF - Mount Russel,Landfill Rd.,Newport,Carteret,34.75362888,-76.88303964,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000209*%22}
-76.5785509899999,34.7046431800001,3458,NONCD0000207,Harkers Island Refuse Disposal,WHALERS RIDGE SUBDIVISION,HARKERS ISLAND,Carteret,34.70464318,-76.57855099,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000207*%22}
-76.416183,34.854726,3459,NONCD0000206,Stacy Refuse Dump,,stacy,Carteret,34.854726,-76.416183,GOOGLE MAPS,31,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000206*%22}
-76.73632452,34.7274934600001,3460,NONCD0000205,Morehead City Refuse Dump,25th Street,MOREHEAD CITY,Carteret,34.72749346,-76.73632452,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000205*%22}
-76.7578046899999,34.77392037,3461,NONCD0000204,Mill Creek Refuse Dump,MILL CREEK ROAD (SR 1154),MILL CREEK,Carteret,34.77392037,-76.75780469,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000204*%22}
-76.5136322399999,34.7349612200001,3462,NONCD0000203,Marshallberg Dump,SR 1348,MARSHALLBERG,Carteret,34.73496122,-76.51363224,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000203*%22}
-79.23525953,36.4933137400001,3463,NONCD0000216,Caswell LF,Slaughter Rd. (SR 1555),Milton,Caswell,36.49331374,-79.23525953,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000216*%22}
-79.33091498,36.38383586,3464,NONCD0000215,Miles Garbage Dump,Highway 62,Yanceyville,Caswell,36.38383586,-79.33091498,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000215*%22}
-81.09601048,35.71003782,3465,NONCD0000217,Catawba Dump,Old Catawba Rd. (SR 1722),Clairmont,Catawba,35.71003782,-81.09601048,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000217*%22}
-81.23423646,35.7241588300001,3466,NONCD0000218,Conover Dump,208 Herman Sipe Rd.,Conover,Catawba,35.72415883,-81.23423646,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000218*%22}
-81.37190441,35.72159895,3467,NONCD0000219,Long View Refuse Dump,US Highway 70,Hickory,Catawba,35.72159895,-81.37190441,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000219*%22}
-81.2278813299999,35.58245278,3468,NONCD0000220,Maiden Dump,South F Street,Maiden,Catawba,35.58245278,-81.22788133,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000220*%22}
-81.24561176,35.65356159,3469,NONCD0000221,Newton Landfill,Boston Rd.,Newton,Catawba,35.65356159,-81.24561176,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000221*%22}
-79.28474561,35.5801049400001,3470,NONCD0000227,Goldston Dump,St. Luke Church Road,GOLDSTON,Chatham,35.58010494,-79.28474561,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000227*%22}
-79.16447891,35.73438185,3471,NONCD0000742,pittsboro dump,Pittsboro fire tower road,pittsboro,CHATHAM,35.73438185,-79.16447891,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000742*%22}
-79.1647859,35.7711386,3472,NONCD0000224,Bynum Dump,Eddie Perry Road,BYNUM,Chatham,35.7711386,-79.1647859,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000224*%22}
-79.4629668599999,35.75970719,3473,NONCD0000225,Siler City Dump,Water Plant Road,SILER CITY,Chatham,35.75970719,-79.46296686,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000225*%22}
-84.24169971,35.1182473600001,3474,NONCD0000228,Lake Hiwassee Resort Dump,NC 294 West,Murphy,Cherokee,35.11824736,-84.24169971,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000228*%22}
-83.83063348,35.1839429400001,3475,NONCD0000231,Andrews Dump,Connaheta Avenue,ANDREWS,Cherokee,35.18394294,-83.83063348,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000231*%22}
-84.03842642,35.1000220600001,3476,NONCD0000230,Murphy Refuse Dump,Texana Road,MURPHY,Cherokee,35.10002206,-84.03842642,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000230*%22}
-76.63079179,36.1931573900001,3477,NONCD0000234,Perquimans-Chowan LF,600 Sandy Ridge Road,TYNER,Chowan,36.19315739,-76.63079179,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000234*%22}
-76.5661093699999,36.04798264,3478,NONCD0000233,Edenton Landfill,Off Poplar Neck Road,EDENTON,Chowan,36.04798264,-76.56610937,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000233*%22}
-76.51646148,36.0606691200001,3479,NONCD0000232,J.W. Bradley Dump,206 Oak Grove Road,EDENTON,Chowan,36.06066912,-76.51646148,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000232*%22}
-81.3480910499999,35.2105784300001,3480,NONCD0000239,Kings Mtn. Dump,Industrial Dr. (SR 2312),Kings Mountain,Cleveland,35.21057843,-81.34809105,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000239*%22}
-81.64723517,35.41582013,3481,NONCD0000248,Polkville Dump,2606 W. Staggecoash Trail,Polkville,Cleveland,35.41582013,-81.64723517,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000248*%22}
-81.4468017999999,35.2589384400001,3482,NONCD0000675,Kings Mountain Landfill,200 Potts Creek Rd.,Kings Mountain,Cleveland,35.25893844,-81.4468018,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000675*%22}
-81.4339726699999,35.36375187,3483,NONCD0000243,Waco Dump,143 Stroup Rd.,Waco,Cleveland,35.36375187,-81.43397267,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000243*%22}
-81.48120076,35.3263641300001,3484,NONCD0000699,City of Shelby Landfill (Stubbs),Airport Rd.,Stubbs,Cleveland,35.32636413,-81.48120076,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000699*%22}
-81.61869107,35.30534363,3485,NONCD0000236,E.Z. Sanitation Dump,Plato Lee Rd. (SR 1315),Lattimore,Cleveland,35.30534363,-81.61869107,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000236*%22}
-81.4016189,35.3301595900001,3486,NONCD0000250,Cherryville Dump,Thompson Dr.,Cherryville,Cleveland,35.33015959,-81.4016189,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000250*%22}
-81.4963782299999,35.4419417400001,3487,NONCD0000238,Upper Cleveland Dump,Buck Haven Court,Fallston,Cleveland,35.44194174,-81.49637823,,12,Activity Pending,PRLF Unit Supervisor,919-707-8333,ryan.channell@ncdenr.gov,FALSE,2023/09/11 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0000238*%22}
