X,Y,ObjectId,Site_ID,Site_Name,Address,City,County,Latitude,Longitude,Status,Date_Received,Date_Approved,Date_Expires
-9191982.9774,4257931.9386,115,YWN-11-036,Town of Weaverville Yard Waste Facility,15 Quarry Road,Weaverville,Buncombe,35.689144,-82.572988,Renewal,2013/05/31 03:59:59+00,2016/10/07 03:59:59+00,2017/05/31 03:59:59+00
-9177011.8418,4244639.1456,116,YWN-11-037,O.K. Outdoor Wood Recycling,21 Weaver Lane,Black Mountain,Buncombe,35.5921,-82.4385,Renewal,2020/05/29 03:59:59+00,2020/06/05 03:59:59+00,2021/05/31 03:59:59+00
-9173366.1284,4244708.2772,117,YWN-11-038,GDR & Son Valley Stump Dump,947 Patton Cove Road,Swannanoa,Buncombe,35.592605,-82.40575,Renewal,2018/06/20 03:59:59+00,2018/06/22 03:59:59+00,2019/05/31 03:59:59+00
-8966897.5274,4225614.2616,118,YWN-13-002,"Richard Burrage, Inc.",3550 Penniger Road,Concord,Cabarrus,35.453004,-80.551011,Renewal,2020/05/13 03:59:59+00,2020/05/28 03:59:59+00,2021/05/31 03:59:59+00
-8954248.5163,4220857.0367,119,YWN-13-003,Mount Pleasant Yard Waste,90 North Main Street,Mount Pleasant,Cabarrus,35.418185,-80.437383,Renewal,2016/05/03 03:59:59+00,2016/08/25 03:59:59+00,2017/05/31 03:59:59+00
-8968313.2887,4215825.3798,120,YWN-13-005,City of Concord – BOC Facility,635 Alfred Brown Jr Court SW,Concord,Cabarrus,35.381341,-80.563729,Renewal,2016/05/24 03:59:59+00,2016/07/26 03:59:59+00,2020/05/31 03:59:59+00
-9079167.2414,4285982.9228,121,YWN-14-001,Compost Facility Fairview Drive,510B Greer Circle,Lenoir,Caldwell,35.893543,-81.559547,Renewal,2020/05/27 03:59:59+00,2020/06/03 03:59:59+00,2021/05/31 03:59:59+00
-8578160.7374,4120644.0236,122,YWN-16-002,Circle P Farm,250 Chris Street,Newport,Carteret,34.681219,-77.058929,Renewal,2016/08/22 03:59:59+00,2016/09/09 03:59:59+00,2020/05/31 03:59:59+00
-8580246.7533,4123152.9948,123,YWN-16-004,"W.A. Page & Sons, Landfill",308 VFW Road,Swansboro,Carteret,34.699751,-77.077668,Renewal,2020/05/08 03:59:59+00,2020/05/08 03:59:59+00,2021/05/31 03:59:59+00
-8834929.7182,4361171.6803,124,YWN-17-001,Caswell County,P.O. Box 98,Yanceyville,Caswell,36.438821,-79.365524,Renewal,2020/07/29 03:59:59+00,2020/08/01 03:59:59+00,2021/05/31 03:59:59+00
-9043830.5388,4274036.4557,125,YWN-18-001,Mark Ikerd Landscaping,3830 54th Avenue N.E.,Hickory,Catawba,35.806557,-81.242112,Renewal,2020/05/13 03:59:59+00,2020/05/27 03:59:59+00,2021/05/31 03:59:59+00
-9044253.1076,4253099.4411,126,YWN-18-002,Boston Road Compost Facility,PO Box 550,Newton,Catawba,35.653878,-81.245908,Renewal,2016/06/01 03:59:59+00,2016/06/17 03:59:59+00,2019/05/31 03:59:59+00
-9058677.9985,4261750.5548,127,YWN-18-004,Town of Long View-Land Debris Processing Facility,2404 1st Avenue SW,Hickory,Catawba,35.717,-81.375489,Renewal,2020/07/20 03:59:59+00,2020/07/20 03:59:59+00,2021/05/31 03:59:59+00
-8790629.6816,4270153.0292,128,YWN-19-006,Apex Nurseries Site #1,2925 NC HWY 751,Apex,Chatham,35.77826,-78.96757,Renewal,2020/05/29 03:59:59+00,2020/06/05 03:59:59+00,2021/05/31 03:59:59+00
-8791330.9944,4270622.31,129,YWN-19-007,Apex Nurseries Site #2,2925 NC HWY 751,Apex,Chatham,35.78168,-78.97387,Renewal,2020/05/29 03:59:59+00,2020/06/05 03:59:59+00,2021/05/31 03:59:59+00
-8800533.6654,4277408.0078,130,YWN-19-009,Mark Moldenhauer Mulching,611 Lystra Estates Dr,Chapel Hill,Chatham,35.831116,-79.056539,Renewal,2020/06/23 03:59:59+00,2020/06/23 03:59:59+00,2021/05/31 03:59:59+00
-8533258.6849,4310199.2881,131,YWN-21-001,Town of Edenton,118 W. Hicks Street,Edenton,Chowan,36.069577,-76.655567,Renewal,2020/06/23 03:59:59+00,2020/06/23 03:59:59+00,2021/05/31 03:59:59+00
-9326880.0477,4167954.9655,132,YWN-22-001,Clay County Transfer Station,P.O. Box 118,Hayesville,Clay,35.029972,-83.784789,Renewal,2016/05/31 03:59:59+00,2016/06/17 03:59:59+00,2020/05/31 03:59:59+00
-8763562.6814,4062429.8129,133,YWN-24-006,Columbus Environmental Waste Collection Antioch Church Road Site,Near 832 Antioch Church Road,Whiteville,Columbus,34.250069,-78.724423,Renewal,2016/06/17 03:59:59+00,2016/07/26 03:59:59+00,2017/05/31 03:59:59+00
-8763313.6597,4069082.473,134,YWN-24-007,Columbus Environmental Waste Collection/701 Site,Slippery Log Road and Hwy 701 (Madison Rd),Whiteville,Columbus,34.299453,-78.722186,Renewal,2016/05/31 03:59:59+00,2016/07/26 03:59:59+00,2017/05/31 03:59:59+00
-8792255.2801,4189078.47,135,YWN-26-002,Town of Spring Lake,720 Tuscarora Drive,Spring Lake,Cumberland,35.185206,-78.982173,Renewal,2016/05/05 03:59:59+00,2016/06/17 03:59:59+00,2017/05/31 03:59:59+00
-8785391.7656,4179446.8365,136,YWN-26-003,Shaw Mill Road Yard Waste,121 Lamon Street,Fayetteville,Cumberland,35.114461,-78.920517,Renewal,2020/08/05 03:59:59+00,2020/08/06 03:59:59+00,2021/05/31 03:59:59+00
-8790728.8672,4168929.6038,137,YWN-26-006,Spruce Drive Green Space Park,121 Lamon Street,Fayetteville,Cumberland,35.037141,-78.968461,Renewal,2020/08/05 03:59:59+00,2020/08/06 03:59:59+00,2021/05/31 03:59:59+00
-8779894.8091,4173359.1746,138,YWN-26-007,Milan Yard,121 Lamon Street,Fayetteville,Cumberland,35.069715,-78.871137,Renewal,2020/08/05 03:59:59+00,2020/08/06 03:59:59+00,2021/05/31 03:59:59+00
-8783386.6789,4173570.5392,139,YWN-26-008,"Mazarick, Milton E. Park",121 Lamon Street,Fayetteville,Cumberland,35.071269,-78.902505,Renewal,2020/08/05 03:59:59+00,2020/08/06 03:59:59+00,2021/05/31 03:59:59+00
-8776908.5525,4159059.7835,140,YWN-26-009,Green Biz Nursery,3769 Wilmington Hwy,Fayetteville,Cumberland,34.964514,-78.844311,Renewal,2020/07/06 03:59:59+00,2020/07/06 03:59:59+00,2021/05/31 03:59:59+00
-8782311.2213,4160941.6942,141,YWN-26-010,Claude Lee Road Yardwaste Facility,P.O. Box 1335,Burlington,Cumberland,34.978367,-78.892844,Renewal,2020/05/13 03:59:59+00,2020/05/28 03:59:59+00,2021/05/31 03:59:59+00
-8444693.566,4323931.2484,142,YWN-27-001,"Soundside Recycling & Materials, Inc.",7565 Caratoke Hwy,Jarvisburg,Currituck,36.169223,-75.859973,Renewal,2020/06/23 03:59:59+00,2020/06/23 03:59:59+00,2021/05/31 03:59:59+00
-8442267.6916,4316686.8821,143,YWN-27-002,Green Acres Land Development Yard Waste Site,PO Box 67,Harbinger,Currituck,36.11667,-75.838181,Renewal,2020/05/29 03:59:59+00,2020/06/05 03:59:59+00,2021/05/31 03:59:59+00
-8444705.0319,4324340.1147,144,YWN-27-003,Newbern Brothers,7519 Caratoke Hwy,Jarvisburg,Currituck,36.172188,-75.860076,Renewal,2018/04/16 03:59:59+00,2018/04/16 03:59:59+00,2019/05/31 03:59:59+00
-8445274.0971,4326560.8115,145,YWN-27-004,"Fire & Rain, LLC",7278 Caratoke Hwy,Jarvisburg,Currituck,36.18829,-75.865188,Renewal,2020/06/18 03:59:59+00,2020/06/23 03:59:59+00,2021/05/31 03:59:59+00
-8423858.7874,4301278.5622,146,YWN-28-001,Town of Kill Devil Hills Yard Debris Storage & Mulching Facility,P.O. Box 1719,Kill Devil Hills,Dare,36.004776,-75.672811,Renewal,2020/05/21 03:59:59+00,2020/06/02 03:59:59+00,2021/05/31 03:59:59+00
-8934135.756,4263739.6261,147,YWN-29-001,Newsome LCID ,4585 Parks Road,Lexington,Davidson,35.731506,-80.256707,Renewal,2020/05/31 03:59:59+00,2020/06/05 03:59:59+00,2021/05/31 03:59:59+00
-8927257.3246,4275089.9966,148,YWN-29-002,Yates Wood Recycling,P.O. Box 1625,Lexington,Davidson,35.814232,-80.194917,Renewal,2016/06/26 03:59:59+00,2016/07/26 03:59:59+00,2020/05/31 03:59:59+00
-8929346.9028,4278551.6813,149,YWN-29-003,Hedrick,5930 East Old US 64,Lexington,Davidson,35.839445,-80.213688,Renewal,2020/05/27 03:59:59+00,2020/06/03 03:59:59+00,2021/05/31 03:59:59+00
-8967869.6805,4287711.5808,150,YWN-30-001,Mocksville Compost Facility,243 Park Rd,Mocksville,Davie,35.906122,-80.559744,Renewal,2020/06/15 03:59:59+00,2020/06/15 03:59:59+00,2021/05/31 03:59:59+00
-8963391.4087,4284076.894,151,YWN-30-002,360 Dalton Road,131 Industrial Blvd.,Mocksville,Davie,35.879671,-80.519515,Renewal,2016/06/30 03:59:59+00,2016/08/25 03:59:59+00,2020/05/31 03:59:59+00
-8969724.8198,4291859.1991,152,YWN-30-004,Anderson Aggregates,P.O. Box 638,Mocksville,Davie,35.936295,-80.576409,Renewal,2020/06/02 03:59:59+00,2020/06/03 03:59:59+00,2021/05/31 03:59:59+00
-8970973.6019,4282374.501,153,YWN-30-005,Anderson Aggregates - Buck Seafood Rd,127 Buck Seaford Road ,Mocksville,Davie,35.867279,-80.587627,Renewal,2016/05/24 03:59:59+00,2016/07/26 03:59:59+00,2017/05/31 03:59:59+00
-8974669.5203,4288412.1097,154,YWN-30-006,Weathered Rock,1819 US Highway 64 West,Mocksville,Davie,35.911219,-80.620828,Renewal,2020/05/13 03:59:59+00,2020/05/27 03:59:59+00,2021/05/31 03:59:59+00
-8969478.8038,4292041.2341,155,YWN-30-007,"Interstate Materials and Recycling, LLC",1508 County Home Rd,Mocksville,Davie,35.937619,-80.574199,Renewal,2016/06/30 03:59:59+00,2016/07/26 03:59:59+00,2017/05/31 03:59:59+00
-8686526.5881,4144969.7558,156,YWN-31-002,"Parker Bark Company, Inc.",P.O. Box 158,Rose Hill,Duplin,34.860721,-78.032396,Renewal,2020/05/12 03:59:59+00,2020/05/19 03:59:59+00,2021/05/31 03:59:59+00
-8686645.5886,4157248.6786,157,YWN-31-005,Bizzell Davis,Lanefield Road and Boyette Road,Warsaw,Duplin,34.95118,-78.033465,Renewal,2016/06/01 03:59:59+00,2016/06/15 03:59:59+00,2017/05/31 03:59:59+00
-8773866.8587,4288122.7942,158,YWN-32-002,Page Road Garden Center,129 Maltland Dr,Cary,Durham,35.909114,-78.816987,Renewal,2016/05/10 03:59:59+00,2016/07/26 03:59:59+00,2020/05/31 03:59:59+00
-8776367.6511,4309459.8943,159,YWN-32-005,Double R Farm,2624 Hamlin Road,Durham,Durham,36.064208,-78.839452,Renewal,2016/06/07 03:59:59+00,2016/06/16 03:59:59+00,2017/05/31 03:59:59+00
-8786438.5028,4300924.313,160,YWN-32-006,Duke Gardens Compost Faciltiy,402 Anderson Street Duke University,Durham,Durham,36.0022016,-78.92992,Renewal,2020/05/14 03:59:59+00,2020/05/28 03:59:59+00,2021/05/31 03:59:59+00
-8667503.9796,4266841.7425,161,YWN-33-004,Town of Macclesfield,NC-124 West (West Green Street),Macclesfield,Edgecombe,35.754124,-77.861513,Renewal,2020/05/14 03:59:59+00,2020/05/28 03:59:59+00,2021/05/31 03:59:59+00
-8628895.2632,4289519.5515,162,YWN-33-008,Town of Tarboro E. Baker Street Yard Waste Facility,506 Dowd Street,Tarboro,Edgecombe,35.919276,-77.514685,Renewal,2020/05/12 03:59:59+00,2020/05/27 03:59:59+00,2021/05/31 03:59:59+00
-8631255.1251,4288827.1982,163,YWN-33-009,Town of Tarboro Daniel Street Compost Facility,506 Dowd Street,Tarboro,Edgecombe,35.914239,-77.535884,Renewal,2020/05/12 03:59:59+00,2020/05/27 03:59:59+00,2021/05/31 03:59:59+00
-8938134.7974,4331428.8544,164,YWN-34-009,Town of Rural Hall - Wall Street,P.O. Box 549,Rural Hall,Forsyth,36.223576,-80.292631,Renewal,2016/05/05 03:59:59+00,2016/06/16 03:59:59+00,2019/05/31 03:59:59+00
-8913754.9383,4315831.7129,165,YWN-34-011,Town of Kernersville,P.O. Box 728,Kernersville,Forsyth,36.110464,-80.073623,Renewal,2020/05/05 03:59:59+00,2020/05/07 03:59:59+00,2021/05/31 03:59:59+00
-8938134.7974,4331428.8544,166,YWN-34-015,Town of Rural Hall - Jackson Street,P.O. Box 549,Rural Hall,Forsyth,36.223576,-80.292631,Renewal,2020/05/12 03:59:59+00,2020/06/03 03:59:59+00,2021/05/31 03:59:59+00
-8916362.2634,4334799.3901,167,YWN-34-016,Shelton Poor Man Stump Dump,P.O. Box 24247,Winston-Salem,Forsyth,36.247998,-80.097045,Renewal,2020/07/21 03:59:59+00,2020/07/30 03:59:59+00,2021/05/31 03:59:59+00
-8943853.1683,4304763.8764,168,YWN-34-019,Village of Clemmons Wood Waste Site,3800 Dillon Industrial Drive,Clemmons,Forsyth,36.0301,-80.344,Renewal,2020/06/03 03:59:59+00,2020/06/03 03:59:59+00,2021/05/31 03:59:59+00
-9042703.9856,4199908.6626,169,YWN-36-007,Unity Avenue Compost Facility,P.O. Box 1748,Gastonia,Gaston,35.264681,-81.231992,Renewal,2020/05/29 03:59:59+00,2020/06/05 03:59:59+00,2021/05/31 03:59:59+00
-8747611.2662,4340889.644,170,YWN-39-003,City of Oxford Debris Pile,127 Penn Ave.,Oxford,Granville,36.292107,-78.581129,Renewal,2020/05/19 03:59:59+00,2020/06/01 03:59:59+00,2021/05/31 03:59:59+00
-8643447.615,4365459.4543,171,YWN-42-007,City of Roanoke Rapids,1313 Hinson St,Roanoke Rapids,Halifax,36.469802,-77.645411,Renewal,2020/05/29 03:59:59+00,2020/06/05 03:59:59+00,2021/05/31 03:59:59+00
-8638523.7312,4358130.4071,172,YWN-42-009,Town of Weldon Ash Street Site,PO Box 551,Weldon,Halifax,36.416839,-77.601179,Renewal,2016/05/04 03:59:59+00,2016/07/26 03:59:59+00,2020/05/31 03:59:59+00
-9237417.2484,4236053.9235,173,YWN-44-002,Residential Field,82 Sleepy Hollow Drive,Waynesville,Haywood,35.529361,-82.981131,Renewal,2020/05/13 03:59:59+00,2020/05/27 03:59:59+00,2020/05/31 03:59:59+00
-9237932.8803,4233323.0423,174,YWN-44-005,Town of Waynesville,129 Legion Dr.,Waynesville,Haywood,35.509394,-82.985763,Renewal,2016/06/27 03:59:59+00,2016/07/26 03:59:59+00,2020/05/31 03:59:59+00
-9242099.1235,4235121.4879,175,YWN-44-007,Caroline-A-Contracting Storage & Maintenance Yard,7 Gentian Way,Waynesville,Haywood,35.522544,-83.023189,Renewal,2015/06/25 03:59:59+00,2016/10/07 03:59:59+00,2017/05/31 03:59:59+00
-9236929.669,4233073.8817,176,YWN-44-010,Schulhofer's Inc.,816 Howell Mill Road,Waynesville,Haywood,35.507572,-82.976751,Renewal,2015/08/28 03:59:59+00,2015/11/04 05:00:00+00,2016/05/31 03:59:59+00
-9235563.3336,4234276.5237,177,YWN-44-012,NCDOT Lake Junaluska,619 Paragon Parkway,Waynesville,Haywood,35.516366,-82.964477,Renewal,2018/03/13 03:59:59+00,2018/03/13 03:59:59+00,2020/05/31 03:59:59+00
-9185234.3446,4206408.1935,178,YWN-45-002,Town of Laurel Park,500 Toms Drive,Laurel Park,Henderson,35.312339,-82.512364,Renewal,2020/05/18 03:59:59+00,2020/06/01 03:59:59+00,2021/05/31 03:59:59+00
-9179981.0665,4211453.021,179,YWN-45-004,City of Hendersonville ,305 Williams Street,Hendersonville,Henderson,35.349311,-82.465173,Renewal,2020/05/28 03:59:59+00,2020/06/03 03:59:59+00,2021/05/31 03:59:59+00
-9172886.1188,4202427.1211,180,YWN-45-006,NCDOT- East Flat Rock Salt Storage Yard,693 Mountain Rd,Hendersonville,Henderson,35.283151,-82.401438,Renewal,2020/05/12 03:59:59+00,2020/05/19 03:59:59+00,2021/05/31 03:59:59+00
-9175018.8889,4210224.8954,181,YWN-45-009,Sunset Hill Disposal Facility,272 Old Sunset Hill Road,Hendersonville,Henderson,35.340312,-82.420597,Renewal,2016/06/28 03:59:59+00,2016/08/25 03:59:59+00,2017/05/31 03:59:59+00
-9188711.075,4215065.5869,182,YWN-45-010,Cason Companies Inc DBA Carolina Mulch Plus,203 W. King St,East Flat Rock,Henderson,35.375776,-82.543596,Renewal,2020/05/15 03:59:59+00,2020/05/29 03:59:59+00,2021/05/31 03:59:59+00
-9173897.5677,4197726.2356,183,YWN-45-011,Gordon's Stump Yard,35 Laurel Creek View Dr,Zirconia,Henderson,35.248672,-82.410524,Renewal,2019/02/12 05:00:00+00,2019/02/12 05:00:00+00,2020/05/31 03:59:59+00
-8570655.9112,4338476.6861,184,YWN-46-002,Town of Ahoskie Yard Waste Site,End of N Rhue Street Ext,Ahoskie,Hertford,36.274634,-76.991512,Renewal,2016/05/10 03:59:59+00,2016/07/26 03:59:59+00,2017/05/31 03:59:59+00
-8580938.7152,4362848.1938,185,YWN-46-003,Murfreesboro Yard Waste Site,200 N Sycamore,Murfreesboro,Hertford,36.450936,-77.083884,Renewal,2016/05/04 03:59:59+00,2016/06/16 03:59:59+00,2020/05/31 03:59:59+00
-8815964.4392,4160502.0597,186,YWN-47-001,City of Raeford Mulch Facility,701 S Main St,Raeford,Hoke,34.975131,-79.195156,Renewal,2020/05/11 03:59:59+00,2020/05/19 03:59:59+00,2021/05/31 03:59:59+00
-8998479.5349,4244585.4833,187,YWN-49-004,Bandit Lane Yard Waste Site,2523 Charlotte Hwy,Mooresville,Iredell,35.591708,-80.834717,Renewal,2020/05/08 03:59:59+00,2020/05/08 03:59:59+00,2021/05/31 03:59:59+00
-9000282.354,4250551.9549,188,YWN-49-006,Mills LCID Landfill,284 Barfield Rd,Mooresville,Iredell,35.635281,-80.850912,Renewal,2016/07/01 03:59:59+00,2016/08/08 03:59:59+00,2020/05/31 03:59:59+00
-8997327.0442,4269005.9832,189,YWN-49-007,Iredell County Solid Waste Facility,354 Twin Oaks Rd,Statesville,Iredell,35.7699,-80.824364,Renewal,2020/05/20 03:59:59+00,2020/06/01 03:59:59+00,2021/05/31 03:59:59+00
-8998873.2719,4245041.2102,190,YWN-49-008,Mooresville Public Services Complex,PO Box 878,Mooresville,Iredell,35.595037,-80.838254,Renewal,2016/06/29 03:59:59+00,2016/07/26 03:59:59+00,2017/05/31 03:59:59+00
-9261591.7229,4219450.17,191,YWN-50-006,Fisher Creek Composting Site,83 Allen St,Sylva,Jackson,35.407885,-83.198294,Renewal,2016/05/17 03:59:59+00,2016/07/26 03:59:59+00,2019/05/31 03:59:59+00
-9252962.6813,4200315.2314,192,YWN-50-009,Ensley Shop,6327 Hwy 107,Cullowee,Jackson,35.267663,-83.120778,Renewal,2017/03/08 05:00:00+00,2017/03/22 03:59:59+00,2018/05/31 03:59:59+00
-8742766.976,4216177.6466,193,YWN-51-003,Town of Benson Yard Waste Facility,303 E. Church Street,Benson,Johnston,35.383921,-78.537612,Renewal,2020/07/01 03:59:59+00,2020/07/01 03:59:59+00,2021/05/31 03:59:59+00
-8720621.1878,4227974.8516,194,YWN-51-007,Brogden Road Pit,PO Box 2307,Smithfield,Johnston,35.470276,-78.338673,Renewal,2015/07/10 03:59:59+00,2015/07/01 03:59:59+00,2019/05/31 03:59:59+00
-8751271.6737,4229832.1634,195,YWN-51-008,"MW Waste and Recycling, Inc",6186 Benson Hardee Road,Benson,Johnston,35.483863,-78.614011,Renewal,2020/07/13 03:59:59+00,2020/07/13 03:59:59+00,2021/05/31 03:59:59+00
-8815522.3895,4213898.4888,196,YWN-53-001,Lee County Resource Management Facility,805 South Fifth Street,Sanford,Lee,35.367227,-79.191185,Renewal,2020/06/01 03:59:59+00,2020/06/05 03:59:59+00,2021/05/31 03:59:59+00
-8819761.4357,4212687.0162,197,YWN-53-002,NCDOT - Cedar Hill Stockpile,102 South 7th Street,Sanford,Lee,35.358352,-79.229265,Renewal,2020/05/27 03:59:59+00,2020/06/03 03:59:59+00,2021/05/31 03:59:59+00
-8652741.4566,4172257.9401,198,YWN-54-001,Town of Pink Hill Waste Water Treatment Plant,303 South Central Avenue,Pink Hill,Lenoir,35.061618,-77.728899,Renewal,2020/05/21 03:59:59+00,2020/06/02 03:59:59+00,2021/05/31 03:59:59+00
-9045983.903,4226772.7625,199,YWN-55-001,City of Lincolnton Public Works Madison Street,P.O. Box 617,Lincolnton,Lincoln,35.461481,-81.261456,Renewal,2020/07/01 03:59:59+00,2020/07/01 03:59:59+00,2021/05/31 03:59:59+00
-9124666.3002,4252768.044,200,YWN-56-006,Old Wastewater Treatment Plant Site/City of Marion,94 Shop Drive,Marion,McDowell,35.651459,-81.968272,Renewal,2020/08/05 03:59:59+00,2020/08/06 03:59:59+00,2021/05/31 03:59:59+00
-9132677.4074,4271104.922,201,YWN-56-007,NCDOT- Woodlawn Maintenance Yard,3931 NC Highway 226  S.,Marion,McDowell,35.785197,-82.040237,Renewal,2020/05/12 03:59:59+00,2020/05/19 03:59:59+00,2021/05/31 03:59:59+00
-9123298.0724,4252960.7984,202,YWN-56-009,NCDOT Marion Maintenance Yard,3931 NC Highway 226  S.,Marion,McDowell,35.652866,-81.955981,Renewal,2020/05/12 03:59:59+00,2020/05/19 03:59:59+00,2021/05/31 03:59:59+00
-9115436.9126,4260149.3865,203,YWN-56-011,"Bennick Enterprises, LLC",7836 Hwy 70 E,Nebo,McDowell,35.705321,-81.885363,Renewal,2020/05/12 03:59:59+00,2020/05/27 03:59:59+00,2021/05/31 03:59:59+00
-9149618.5641,4249065.1336,204,YWN-56-012,NCDOT - Old Fort Maintenance Yard,3931 NC Highway 226  S.,Marion,McDowell,35.624425,-82.192422,Renewal,2020/05/12 03:59:59+00,2020/05/19 03:59:59+00,2021/05/31 03:59:59+00
-9283597.6938,4191836.2839,205,YWN-57-009,"Shuler's, Inc.",2072 Ruby Mine Rd,Franklin,Macon,35.205451,-83.395977,Renewal,2020/05/27 03:59:59+00,2020/06/03 03:59:59+00,2021/05/31 03:59:59+00
-9278759.6375,4187923.6481,206,YWN-57-011,NCDOT Highlands Road Site,1789 Highlands Road,Franklin,Macon,35.176727,-83.352516,Renewal,2020/05/22 03:59:59+00,2020/06/02 03:59:59+00,2021/05/31 03:59:59+00
-9181639.6156,4229313.9108,207,YWN-58-001,"Riverside Stump Dump, Inc. VII",2851 U.S. 19 Highway,Mars Hill,Madison,35.480072,-82.480072,Renewal,2020/05/14 03:59:59+00,2020/05/28 03:59:59+00,2021/05/31 03:59:59+00
-8561512.017,4275007.0823,208,YWN-59-001,Town of Jamesville,P.O. Box 215,Jamesville,Martin,35.813628,-76.909371,Renewal,2016/05/06 03:59:59+00,2016/06/16 03:59:59+00,2020/05/31 03:59:59+00
-8575181.9391,4280510.1697,209,YWN-59-008,Williamston Solid Waste and Handling,P.O. Box 506,Williamston,Martin,35.853706,-77.03217,Renewal,2020/06/01 03:59:59+00,2020/06/05 03:59:59+00,2021/05/31 03:59:59+00
-9005653.5194,4176650.4725,210,YWN-60-008,Lanier Site Services,12825 Downs Circle,Pineville,Mecklenburg,35.09391,-80.899162,Renewal,2020/05/19 03:59:59+00,2020/06/01 03:59:59+00,2021/05/31 03:59:59+00
-9111923.0015,4244683.6362,211,YWN-61-002,McClure Construction,70 Flat Rock Circle,Spruce Pine,Mitchell,35.592425,-81.853797,Renewal,2020/05/29 03:59:59+00,2020/06/05 03:59:59+00,2021/05/31 03:59:59+00
