Name,Type,Latitude,Logitude
Arthur Williams and Son Number One Dam,Dam,35.2885,-79.6831
Arthur Williams and Son Number Two Dam,Dam,35.2935,-79.6731
Arthur Williams and Sons Dam Number Three,Dam,35.2918,-79.6731
Arthur Williams Dam,Dam,35.3168,-79.6698
Arthur Williams Dam Number Two,Dam,35.3068,-79.6631
Artimus Owens Dam,Dam,35.1634,-82.7082
Ash Bear Pen Dam,Dam,36.1301,-81.7682
Ashe Lake Dam,Dam,36.3435,-81.4432
Asheboro Country Club Lake Dam,Dam,35.7235,-79.9231
Ashleys Lake Dam,Dam,36.1885,-79.0647
Atagahi Lake Dam,Dam,35.1551,-82.7182
Atkins Dam,Dam,36.1301,-80.0048
Atkinson Lake Dam,Dam,35.6685,-78.2631
Atkinson Mill Pond Dam,Dam,35.6685,-78.2597
Auman Lake Dam,Dam,35.5701,-79.8464
Austins Pond Dam,Dam,35.619,-78.5275
Auto Storage Dam Number One,Dam,35.5718,-80.8848
Auto Storage Dam Number Two,Dam,35.5751,-80.8798
Avalon Dam,Dam,36.4283,-79.9475
Aycock Millpond Dam,Dam,35.5502,-78.0597
Aydelette Lake Dam,Dam,36.0385,-79.6981
Ayscues Pond Dam,Dam,36.2818,-78.3231
B Everett Jordan Dam,Dam,35.6549,-79.0672
Babcock Lake Dam,Dam,36.1585,-80.2848
Badin Dam,Dam,35.4193,-80.0937
Bagwell Pond Dam,Dam,35.7085,-78.5614
Bailes Old Mill Dam,Dam,36.1601,-79.9798
Bailey Lake Dam,Dam,35.9951,-78.7864
Baker Pond Dam,Dam,35.8868,-78.6647
Baker Quarry Lake Dam,Dam,35.0418,-80.6115
Bakers Pond Dam,Dam,35.2552,-78.8747
Bakers Pond Dam,Dam,35.3768,-78.6897
Bald Mountain Lake Dam,Dam,35.4651,-82.1882
Baldwin Millpond Dam,Dam,35.8268,-79.2347
Baldwin Pond Dam,Dam,35.3151,-79.7231
Barbees Pond Dam,Dam,35.9985,-78.133
Barbours Lake Dam,Dam,34.9752,-79.0148
Barium Spring Orphanage Dam,Dam,35.7335,-80.9031
Barnes Lake Dam,Dam,35.2185,-78.8414
Barricks Dam,Dam,36.2001,-79.8931
Bass Lake Dam,Dam,35.6421,-78.8033
Bass Pond Dam,Dam,35.9602,-78.1297
Battley Pond Dam,Dam,34.8668,-79.7481
Baucom Lake Dam,Dam,35.0418,-80.5065
Baumrucker Dam,Dam,35.0634,-83.1465
Bay Meadows Lake Dam,Dam,35.8718,-78.9931
Beacon Reservoir Dam,Dam,35.5909,-82.3885
Beam Lake Dam,Dam,35.3801,-81.3381
Bear Creek Dam,Dam,35.2418,-83.0715
Beard Lake Dam,Dam,35.8301,-79.9348
Beason Stoltz Dam,Dam,36.1901,-80.2064
Beauchamp Lake Dam,Dam,36.0985,-80.3748
Beaver Creek Dam,Dam,35.0602,-78.9831
Beaver Creek Spruce Pine Supply Dam,Dam,35.9632,-82.066
Beaver Lake Dam,Dam,35.6359,-82.569
Beaver Lodge Dam Number One,Dam,36.3085,-79.5797
Beaverdam Lake Dam,Dam,35.8149,-78.5328
Bee Tree Lake Dam,Dam,35.6413,-82.4011
Beech Lake Dam,Dam,35.3868,-82.4582
Bel-Air Pond Dam,Dam,35.5985,-81.2715
Belews Creek Dam,Dam,36.3241,-80.0297
Bell Lake Dam,Dam,35.3351,-82.0298
Bellamys Lake Dam,Dam,36.1585,-77.753
Ben Johnson Lake Dam,Dam,36.0835,-79.1197
Benbow Lake Dam,Dam,35.9851,-79.7898
Bengston Lake Dam Number Three,Dam,35.2668,-79.6381
Benjamin Lake Dam,Dam,36.0851,-79.8548
Bennett Mill Pond Dam,Dam,36.0568,-76.6647
Bennetts Lake Dam,Dam,36.1485,-80.3931
Bentley Dam,Dam,36.0385,-81.1831
Best Pond Dam,Dam,34.8985,-78.3514
Betty Kay Lake Dam,Dam,35.1351,-82.6848
Big Buie Pond Dam,Dam,34.7602,-79.1664
Big Muddy Lake Dam,Dam,35.0218,-79.4881
Black Mountain Reservoir Dam,Dam,35.6101,-82.2882
Blackley Pond Dam,Dam,35.8885,-78.4847
Blackmans Pond Dam,Dam,35.2468,-78.4247
Blacks Lake Dam,Dam,35.5668,-79.8231
Blackwood Lake Dam,Dam,35.9385,-79.1214
Blanchards Pond Dam Number One,Dam,35.3302,-79.0297
Blanchards Pond Dam Number Two,Dam,35.3318,-79.0497
Bland Pond Dam,Dam,34.8907,-79.7428
Blaylock Lake Dam,Dam,36.1735,-80.1648
Blewett Falls Dam,Dam,34.9671,-79.8798
Blewitt Falls Lake Dam,Dam,34.9885,-79.8798
Blue Brothers Pond Dam,Dam,35.2685,-79.2097
Blue Pond Dam,Dam,34.7368,-79.5198
Blue Pond Dam,Dam,35.2068,-79.4931
Blue Ridge Hills Lake Dam,Dam,35.1551,-82.9032
Blue Star Lower Dam,Dam,35.2468,-82.5382
Blue Star Upper Dam,Dam,35.2435,-82.5448
Bob Cat Acres Lake Dam,Dam,35.8718,-80.0281
Bodies Millpond Dam,Dam,35.9902,-78.0114
Boiling Spring Lake Dam,Dam,34.0468,-78.0364
Bollinger Pond Dam,Dam,36.2118,-78.9081
Bonclarken Lake Dam,Dam,35.2751,-82.4348
Bones Pond Dam,Dam,35.9102,-77.9397
Bonne Doone Lake Dam,Dam,35.1096,-78.9441
Bonsal Company Lake Dam,Dam,34.9735,-79.9348
Bookout Dam,Dam,35.2035,-81.5298
Boone Water Supply Dam,Dam,36.1768,-81.6882
Boones Mill Pond Dam,Dam,36.3779,-77.4528
Boot Lake Dam,Dam,35.1309,-82.6851
Bowden Millpond Dam,Dam,35.0635,-78.1197
Boy Scout Lake Dam,Dam,36.3501,-79.3864
Boy Scout Pond Dam,Dam,36.2718,-80.1064
Boy Scouts of America Dam,Dam,35.3335,-79.5448
Boy Scouts of America Dam,Dam,35.3368,-79.5598
Boyce Olive Dam,Dam,35.3385,-79.0947
Boyds Lake Dam,Dam,34.8941,-79.6785
Brantleys Pond Dam,Dam,35.9485,-78.1497
Braswell Lake Dam,Dam,34.9218,-80.4265
Braswell Lake Dam,Dam,36.0468,-77.7664
Brewer Lake Dam,Dam,35.0368,-80.4331
Brewer Lake Dam,Dam,35.0134,-84.0899
Briar Lake Dam,Dam,35.3157,-82.5032
Bridgewater Dam,Dam,35.7435,-81.8382
Briggs Lake Dam,Dam,36.3118,-78.7397
Bright Penny Lake Dam,Dam,36.1668,-81.5148
Bright Pond Dam,Dam,35.6051,-79.1847
Brinkley Lake Dam,Dam,36.0685,-78.7831
Brinkleys Twin Lakes Number One Dam,Dam,35.3168,-80.9748
Britt-Fishman Lake Dam,Dam,36.2368,-79.8181
Broadacres Lake Dam,Dam,35.0168,-79.5448
Broadwell Lake Dam,Dam,34.7968,-78.6464
Brookdale Lake Dam,Dam,35.8001,-80.8748
Brooks Lake Dam,Dam,35.4418,-82.0032
Broughton Hospital Dam,Dam,35.6401,-81.7532
Brown Lake Dam,Dam,35.9135,-78.5147
Brown Lake Dam,Dam,36.1768,-80.6015
Browns Pond Dam,Dam,35.5935,-78.2364
Broyhill Lake Dam,Dam,35.5168,-82.9365
Bruton Millpond Dam,Dam,35.2851,-79.8931
Bryan Millpond Dam,Dam,34.6802,-78.7831
Bryan Pond Dam,Dam,35.291,-78.477
Bryson City Dam,Dam,35.4668,-83.4663
Buck Ash Pond Dam,Dam,35.7118,-80.3631
Buckhorn Dam,Dam,35.5393,-78.9903
Buckhorn Lake Dam,Dam,35.6918,-78.1214
Buckhorn Lake Dam,Dam,36.2168,-79.5964
Buckhorn Lake Dam,Dam,35.5392,-78.9906
Buckner Dam,Dam,35.8401,-82.1098
Buffalo Lake Dam,Dam,35.2902,-79.0431
Buffalo Lake Dam,Dam,36.1135,-79.7831
Buffalo Ranch Lake Dam,Dam,35.3851,-80.5248
Buie Pond Dam Small,Dam,34.7518,-79.1314
Bunn Lake Dam,Dam,35.8518,-78.2697
Burges Lake Dam,Dam,35.9018,-79.9681
Burlington Dam,Dam,35.2201,-81.7632
Burningtown Dam,Dam,35.2418,-83.4882
Butler Pond Dam,Dam,36.2818,-79.4881
C A Lackey Dam,Dam,35.8701,-81.0681
C E Harry Dam,Dam,35.1735,-81.4631
C F Stone Estate Dam,Dam,36.2585,-80.3748
C N Robertson Pond Dam,Dam,35.8252,-78.4581
C P and L Ash Pond,Dam,36.4818,-79.0664
C R Smith Dam,Dam,34.8627,-78.7292
Cabarrus Country Club Lake Dam Number One,Dam,35.3901,-80.6448
Cady Lake Dam,Dam,35.0551,-80.7948
Cagles Pond Dam,Dam,36.4751,-77.8247
Caldmont Lake Dam,Dam,36.2168,-78.9781
Calvin Ray Pond Dam,Dam,36.0035,-78.4997
Cambro Pond Dam,Dam,35.294,-78.9042
Camelot Woods Dam,Dam,36.3968,-80.1998
Cameron Pond Dam,Dam,35.6585,-79.2864
Camp Adventure Lake Dam,Dam,35.9835,-78.6881
Camp Burgess Glen Dam,Dam,35.1351,-82.6298
Camp Charles Lake Dam,Dam,35.7602,-78.1497
Camp Cheerio Dam,Dam,36.4018,-81.0131
Camp Daniel Boone Dam,Dam,35.3934,-82.8965
Camp Durant Lake Number One Dam,Dam,35.8918,-78.5781
Camp Durant Lake Number Two Dam,Dam,35.8902,-78.5847
Camp Grier Dam,Dam,35.6401,-82.1965
Camp Hanes Dam,Dam,36.3618,-80.3581
Camp Kanata Lake Number One Dam,Dam,35.9985,-78.5664
Camp Kanata Lake Number Two Dam,Dam,35.9968,-78.5681
Camp Keyauwee Lake Dam,Dam,35.7951,-79.9431
Camp Maranatha Lake Dam,Dam,35.8068,-79.3314
Camp Nawaka Lake Dam Number One,Dam,35.8286,-79.7736
Camp Newkirk Pond Dam,Dam,34.6418,-77.928
Camp Ridgecrest Dam,Dam,35.6174,-82.2759
Candor City Reservoir Dam,Dam,35.2768,-79.7114
Cane Creek Lake Dam,Dam,34.8335,-80.6931
Capelsie Lake Dam,Dam,35.3251,-79.8614
Capital Kiwanis Club Pond Dam,Dam,35.5835,-78.9281
Caraway Dam Number One,Dam,35.7735,-79.8948
Caraway Dam Number Two,Dam,35.7651,-79.8981
Cardinal Country Club Dam,Dam,36.1351,-79.9164
Carl Hamlett Lake Dam,Dam,35.7568,-79.8198
Carlson Farms Lake Dam,Dam,36.1485,-79.8898
Carmel Lake Dam,Dam,35.1001,-80.8165
Carolina Forest Lake Dam,Dam,35.4985,-79.2847
Carolina Lake Dam,Dam,35.7688,-78.5511
Carolina Lake Dam,Dam,35.2501,-82.7282
Carpenters Lake Dam,Dam,35.4171,-81.1934
Carrol Lake Dam,Dam,35.0631,-83.9166
Carter Lake Dam,Dam,35.6951,-79.7248
Carter Lake Dam,Dam,36.2351,-79.8214
Carter Lake Dam Number One,Dam,35.6768,-79.4031
Carthage Lake Dam Number Two,Dam,35.3285,-79.3797
Carvers Lake Dam,Dam,36.2851,-79.1697
Cascade Lake Dam,Dam,35.219,-82.6396
Cashiers Lake Dam,Dam,35.1048,-83.101
Cass Dam,Dam,36.0385,-80.8765
Castlebury Lake Dam,Dam,35.7618,-78.9397
Caswell Wildlife Management Pond Dam Number One,Dam,36.3585,-79.3447
Caswell Wildlife Mgmt Pond Dam Number Two,Dam,36.4401,-79.2181
Catawba River Dam,Dam,35.734,-81.8893
Catfish Lake Dam,Dam,35.4551,-81.0881
Cattail Pond Dam,Dam,35.6774,-78.2742
Causey Lake Dam,Dam,36.0346,-79.7284
Cedar Cliff Dam,Dam,35.2531,-83.0993
Cedar Lake Dam,Dam,35.4018,-81.4515
Cedar Village Lake Dam,Dam,35.8451,-79.0947
Cedarbrook Lake Dam,Dam,36.3051,-80.8531
Cedarwood Dam,Dam,35.7401,-79.7548
Challis Lake Dam,Dam,35.0901,-80.8231
Chandler Lake Dam,Dam,35.9818,-78.7864
Chappell Pond Dam,Dam,35.2035,-79.6964
Charles Norwood Lake Dam,Dam,35.4902,-77.858
Charlotte Plastics Lake Dam,Dam,35.0401,-80.6231
Charlotte Plastics Lake Dam Number Two,Dam,35.0435,-80.6265
Chatuge Dam,Dam,35.0176,-83.7913
Chedah Dam,Dam,35.4484,-83.9366
Cheek Lake Dam,Dam,34.8202,-80.6298
Cheoah Dam,Dam,35.4481,-83.9363
Cheoah Valley Dam,Dam,35.4618,-83.9232
Cherryville City Reservoir Dam,Dam,35.3768,-81.3565
Cherryville Country Club Lake Dam,Dam,35.3968,-81.3498
Chesterfield Lake Dam,Dam,35.4752,-78.7214
Chetola Lake Dam,Dam,36.1387,-81.6704
Chryson Lake Dam,Dam,36.4535,-80.8748
Chub Lake Dam,Dam,36.4574,-79.005
City Pond Dam,Dam,34.9233,-80.0804
Clapp Pond Dam,Dam,35.7735,-79.4631
Clark Lake Dam,Dam,35.9385,-78.9964
Clarks Lake Dam,Dam,35.2452,-78.8414
Clarks Lake Dam,Dam,36.3185,-79.7081
Clarks Pond Dam,Dam,35.0851,-78.9314
Clearwater Lake Dam,Dam,35.8635,-79.0414
Cliffside Dam,Dam,35.079,-83.2352
Cliftons Pond Dam,Dam,36.001,-78.3456
Clodfelter Lake Dam,Dam,35.6935,-80.2914
Clyde Lucas Lake Dam,Dam,35.7351,-79.8781
Coachmans Trail Dam,Dam,35.9435,-78.6297
Cobles Reservoir Dam,Dam,35.7468,-80.2948
Coffmans Lake Dam,Dam,36.4701,-78.183
Cold Springs Saddle Club Dam,Dam,35.0918,-83.1799
Coley Pond Dam,Dam,35.9968,-77.883
College Lake Dam,Dam,35.1435,-78.8814
Collins Lake Dam,Dam,34.8535,-80.4331
Collins Pond Dam,Dam,36.0218,-77.9247
Comm Scope Dam,Dam,35.6501,-81.0315
Concordia Farms Lake Dam,Dam,34.8518,-80.1765
Cone Lake Dam,Dam,36.1418,-81.6832
Cone Mills Lake Dam,Dam,35.2835,-81.8015
Conrad Lake Dam,Dam,36.1218,-80.4414
Continental Can Company Lake Dam,Dam,35.7785,-78.8264
Cooleemee Dam,Dam,35.8101,-80.5631
Cooling Lake Dam,Dam,34.5818,-78.9731
Cooper Lake Dam,Dam,36.0268,-80.3281
Coopers Pond Dam,Dam,36.1052,-77.9447
Corbetts Pond Number One Dam,Dam,35.8002,-78.2081
Council Mill Pond Dam,Dam,34.4352,-78.4747
Country Club Lake Dam,Dam,34.6968,-79.2581
Country Club Lake Dam,Dam,35.1052,-78.8931
Cowans Ford Dam,Dam,35.4349,-80.9586
Cox Dam,Dam,36.2885,-80.4364
Cox Lake Dam,Dam,35.7579,-79.7524
Crabtree Creek W/S Number Eighteen Dam,Dam,35.7985,-78.8197
Crabtree Creek W/S Structure Number One Dam,Dam,35.8751,-78.8247
Crabtree Creek W/S Structure Number Two Dam,Dam,35.8168,-78.8547
Craggy Dam,Dam,35.6419,-82.5992
Cranberry Dam,Dam,36.1418,-81.9715
Crappie Lake Dam,Dam,35.056,-79.5684
Crawford Dam,Dam,35.8485,-80.8281
Crawford Lake Dam,Dam,34.8485,-80.0581
Crawford Lake Dam,Dam,34.8949,-79.5667
Crawfords Dam,Dam,36.0935,-80.0714
Crawleys Pond Dam,Dam,36.3552,-77.788
Creeson Lake Dam,Dam,36.1618,-80.2514
Crooked Creek Dam,Dam,35.2818,-82.4698
Cross Pond Dam,Dam,34.6135,-78.6014
Crystal Lake Dam,Dam,35.2402,-79.3064
Crystal Lake Dam,Dam,36.0551,-78.9364
Crystal Springs Lake Dam,Dam,35.0851,-80.9081
Cumberland Pond Dam,Dam,35.0023,-78.9597
Cunningham Lake Dam,Dam,35.2635,-79.7331
Currie Pond Dam,Dam,35.1568,-79.6264
Currin Lake Dam,Dam,35.1918,-78.8631
Cypress Lake Dam,Dam,34.9235,-78.8781
D and J Farms Lake Dam,Dam,35.1202,-80.2365
D B Walker Shoe Company Dam,Dam,35.6401,-79.6181
D C Ewing Dam,Dam,35.2718,-79.5814
D R Stone Dam,Dam,36.4835,-80.9948
Dafor Dam,Dam,35.4068,-80.1331
Dallas Lake Dam,Dam,35.3801,-81.1915
Dam Number Eleven A Crabtree Creek Watershed,Dam,35.8252,-78.7231
Dam Number Thirteen Crabtree Creek Watershed,Dam,35.8568,-78.6614
Dam Number Twenty-Two B Crabtree Creek Watershed,Dam,35.8701,-78.6914
Dan Nicholas Lake Dam,Dam,35.6418,-80.3481
Danga Lake Dam,Dam,35.214,-80.9717
Danials-Davis Dam,Dam,36.0001,-80.5348
Daniel Lumber Company Lake Dam,Dam,36.0518,-79.8864
Daniels Lake Dam,Dam,35.8485,-80.5731
Davis Dam Number One,Dam,35.9585,-80.0681
Davis Dam Number Two,Dam,35.9568,-80.0698
Davis Lake Dam,Dam,35.8685,-79.8564
Davis Millpond Dam,Dam,35.1952,-77.783
Davis Pond Dam,Dam,35.1852,-77.783
Davis-Braun Pond Dam,Dam,36.3818,-78.9214
Deater Dam,Dam,36.0568,-81.0398
Debary Millpond Dam,Dam,36.4721,-77.258
Deep Creek Millpond Dam,Dam,36.3868,-76.9063
Deep Creek W/S Structure Number Six B Dam,Dam,36.1501,-80.7615
Deep Woods Dam,Dam,35.1618,-82.7515
Deer Park Lake Dam,Dam,35.9222,-82.0997
Deering Milliken Dam,Dam,35.2568,-82.1765
Delta Lake Dam,Dam,35.2498,-80.7304
Deneen Dam,Dam,35.9035,-82.1882
Derose Pond Dam,Dam,34.8635,-78.4081
Devils Lake Dam,Dam,36.1601,-81.7898
Dewars Pond Dam,Dam,35.5168,-78.9297
Dewitt Pond Dam,Dam,35.1335,-79.7248
Dickens Pond Dam,Dam,36.4551,-77.8464
Dickerson Lake Dam,Dam,36.2551,-78.5397
Dicks Creek Dam,Dam,35.2165,-83.6802
Different Drum Dam,Dam,36.2235,-81.7582
Dillsboro Dam,Dam,35.3668,-83.2499
Dix Hill Conf Center Pond Dam,Dam,35.7352,-78.7064
Dixie Pond Dam,Dam,34.9635,-79.4248
Dobbs Lake Dam Number One,Dam,35.2151,-81.1815
Dodson Lake Dam,Dam,35.8757,-79.6303
Doggett Lake Dam,Dam,36.4968,-80.6531
Dogwood Lake Dam,Dam,36.0004,-79.895
Doolittle Mill Pond Dam,Dam,36.4046,-77.2514
Doug Young Dam Number Two,Dam,36.1485,-80.3248
Dover Pond A Dam,Dam,35.7402,-78.7197
Doziers Lake Dam,Dam,36.1452,-77.9564
Dudley Pond Dam,Dam,34.9568,-78.7531
Duke Power Park Dam,Dam,35.6701,-80.9331
Dunnaway Lake Dam,Dam,35.8801,-78.7331
Dupont Dam,Dam,35.1868,-82.6232
Durham Lake Dam,Dam,36.1085,-80.4381
Durham Wildlife Club Lake Dam,Dam,35.8685,-78.8764
Durhams Lake Dam,Dam,35.2818,-78.058
Dutchman Creek W/S Structure Number Five Dam,Dam,36.0135,-80.6315
Dutchman Creek W/S Structure Number Six Dam,Dam,35.9901,-80.5965
Dutchman Creek W/S Structure Number Two Dam,Dam,36.0435,-80.6548
Dwight Baity Dam,Dam,36.0835,-81.1115
E L Hendrick Dam,Dam,35.2135,-79.2414
E M Simpson Dam,Dam,35.1902,-79.1431
Eagle Crest Golf Course Dam,Dam,35.7202,-78.5797
Eagle Lake Dam,Dam,35.1796,-80.9392
Eagles Nest Dam,Dam,35.1301,-82.6598
Earl Hendrix Dam,Dam,34.9318,-79.2781
Earnhardt Lake Dam,Dam,35.4918,-80.7415
Earp Pond Dam,Dam,35.6685,-78.4497
East Buttke,Dam,35.8418,-79.8381
East Hamlett,Dam,35.7651,-79.7898
Eastwood Lake Dam,Dam,35.9457,-79.0342
Echo Lake Dam,Dam,35.3146,-82.5032
Echo Lake Dam,Dam,35.5468,-82.3382
Ed Harris Dam,Dam,35.3135,-79.7081
Ed Harris Dam Number One,Dam,35.3068,-79.7114
Ed Harris Dam Number Two,Dam,35.3068,-79.6981
Eden Lake Dam,Dam,36.1185,-78.9081
Eden Presettling Impoundment Dam,Dam,36.4785,-79.7448
Edmunson Pond Dam,Dam,35.6802,-77.858
Edwards Lake Dam,Dam,35.5051,-80.7731
Efirds Lake Dam,Dam,34.9901,-80.7448
Ellis Pond Dam,Dam,36.3018,-78.3464
Elmore Dam,Dam,35.6918,-81.0748
Elrod Pond Dam,Dam,35.0535,-80.7898
Emerson Lake Dam,Dam,35.4907,-80.737
Emile Gebel Dam,Dam,35.3218,-81.5415
Emily Babcock Dam,Dam,35.7885,-78.5497
Enka Lake Dam,Dam,35.5379,-82.6585
Episcopal Church Lake Dam,Dam,35.4585,-81.0915
Eury Dam,Dam,35.2538,-79.9089
Evans Pond Dam,Dam,35.6168,-78.8531
Everett Lake Dam,Dam,34.8154,-79.8912
Ewing Lake Dam,Dam,35.2635,-79.7331
Executive Club Dam,Dam,35.2085,-81.3481
F J I Development Corporation Dam,Dam,35.7235,-81.2048
F S Blanchards Dam Number Three,Dam,35.3335,-79.0431
Faircloth Lake Dam,Dam,35.8535,-79.1397
Fairfield Lake Dam,Dam,36.0318,-79.8981
Fairfield Lake Dam,Dam,35.1218,-83.0382
Fairs Lake Dam,Dam,34.7418,-79.5164
Fairview Wildlife Club Dam,Dam,36.3268,-80.6981
Falls Dam,Dam,35.3951,-80.0753
Falls of the Neuse Dam,Dam,35.9418,-78.5814
Farlow Lake Dam,Dam,35.6429,-79.8023
Farmers Chemical Assoc Dam,Dam,36.3768,-76.8863
Fax Brown Lake Dam,Dam,36.1901,-80.7348
Fellowship Lake Dam,Dam,36.0401,-79.1964
Fenners Pond Dam,Dam,36.0318,-77.7764
Few Lake Dam,Dam,35.8801,-78.9997
Fiber Industies Water Supply Dam,Dam,35.2035,-81.5298
Fiber Lake Dam,Dam,35.7085,-80.6148
Finchs Millpond Dam,Dam,35.7635,-77.9964
Fishing Creek Millpond Dam,Dam,36.1552,-77.743
Flattop Mountain Dam,Dam,35.5768,-82.3765
Fleetwood Falls Dam,Dam,36.3001,-81.5448
Flood Control Dam Number 20,Dam,35.5918,-81.8629
Flowers Pond Number One Dam,Dam,35.6452,-78.3397
Fly Rod Lake Dam,Dam,35.2618,-79.3931
Foglemans Lake Dam,Dam,36.1668,-79.9714
Fontana Dam,Dam,35.4534,-83.8049
Fontana Dam,Dam,35.4523,-83.8049
Foote Mineral Reservoir Dam,Dam,35.2101,-81.3548
Foote Mineral Tailings Pond Dam,Dam,35.2118,-81.3565
Forbis Lake Dam,Dam,36.0051,-79.7281
Ford Lake Dam,Dam,35.1518,-82.7715
Forest Lake Dam,Dam,35.2051,-80.7198
Forest Lake Dam,Dam,35.3635,-81.8765
Forest Lake Dam,Dam,35.8635,-80.3948
Forest Lake Dam,Dam,36.1235,-79.2797
Forest Oaks Lake Dam,Dam,35.9968,-79.7147
Forge Mountain Grist Mill Dam,Dam,35.3468,-82.6198
Forrest Lake Dam,Dam,35.0418,-78.9081
Forrest Lake Dam,Dam,35.2185,-79.3048
Foster Dam,Dam,36.1418,-79.8998
Foster Lake Dam,Dam,36.1835,-79.8681
Foster Pond Dam,Dam,35.4368,-79.8381
Fowler Lake Number One Dam,Dam,36.1418,-80.3581
Fowler Lake Number Two Dam,Dam,36.1601,-80.3564
Fox Dam,Dam,35.8585,-81.2898
Fox Lake Dam,Dam,34.9885,-78.3781
Fox Lake Dam,Dam,35.1668,-79.3481
Fox Mountain Lake Dam,Dam,36.0035,-81.0015
Fox Pond Dam,Dam,36.0918,-79.0531
Fox Pond Dam,Dam,36.2968,-80.2131
Foxcroft Lake Dam,Dam,35.8118,-78.5464
Frady Cove Dam,Dam,35.3184,-83.2365
Frank Little Pond Dam,Dam,34.9152,-80.1298
Frank Poindexter Dam,Dam,36.2251,-80.7265
Franklinton Reservoir Dam,Dam,36.106,-78.4731
Fraternal Order Eagles Dam,Dam,35.3451,-81.8982
Frazier Lake Dam,Dam,35.9451,-78.9214
Fraziers Pond Dam,Dam,36.1585,-77.9597
Fred Bahnson Number One Dam,Dam,36.0118,-80.4331
Fred Bahnson Number Two Dam,Dam,36.0151,-80.4281
Freeland Dam,Dam,36.0518,-79.0731
Freemon Lake Dam,Dam,36.0135,-79.8781
Friendly Lake Dam,Dam,36.1151,-79.8898
Front Lake Dam,Dam,35.2685,-82.4415
Frozen Lake Dam,Dam,35.0918,-82.8729
Fryar Lake Dam,Dam,36.0918,-79.7198
Fuller Pond Dam,Dam,35.8752,-78.5847
Furr Lake Dam,Dam,35.3385,-80.4648
G R Barbour Pond Dam,Dam,35.4518,-78.5464
Gaddys Goose Pond Dam,Dam,35.086,-80.0962
Gaddys Pond Dam,Dam,34.8985,-80.1515
Gaither Dam,Dam,35.6751,-81.2631
Gammons Pond Dam,Dam,36.0452,-77.628
Gantt Lake Dam,Dam,36.2051,-78.7547
Gaston Country Club Lake Dam,Dam,35.2085,-81.1465
Gaston County Farm Lake Dam,Dam,35.3085,-81.2031
Gaston Dam,Dam,36.5026,-77.8108
General Electric Number Two Dam,Dam,35.9168,-78.8364
George Penergrass Lake Dam,Dam,36.1485,-80.6881
Gerrards Lake Dam,Dam,36.0985,-79.5847
Gerringer-Goodman Dam,Dam,35.7452,-78.9164
Gilliam Lake Dam,Dam,34.4868,-78.4281
Girl Scout Dam,Dam,35.9535,-81.3948
Glenville Dam,Dam,35.1962,-83.1529
Glenville Lake Dam,Dam,35.0918,-78.9247
Glossens Lake Number Three Dam,Dam,35.7901,-80.3281
Glossons Lake Dam Number One,Dam,35.7901,-80.3314
Glossons Lake Number One Dam,Dam,35.7901,-80.3164
Glossons Lake Number Two Dam,Dam,35.7868,-80.3214
Godwins Lake Dam,Dam,35.2952,-78.5264
Goss Lake Dam,Dam,35.6185,-79.6948
Gourley Dam,Dam,35.5251,-79.3131
Graham City Lake Number One Dam,Dam,35.0952,-79.3364
Graham City Lake Number Two Dam (historical),Dam,36.1085,-79.3281
Grandfather Mountain Lake Lake Dam,Dam,36.0935,-81.8632
Grandmother Dam,Dam,36.0718,-81.8465
Grandview Golf Lake Dam,Dam,36.1618,-80.3498
Grant Dam,Dam,35.1301,-83.4199
Gray Casstevens Lake Dam,Dam,36.1568,-80.7265
Grays Millpond Dam,Dam,35.3518,-77.663
Green Lake Acres Pond Dam,Dam,35.0168,-79.7314
Greenfield Lake Dam,Dam,34.2135,-77.9447
Greens Pond Dam,Dam,34.6368,-78.6164
Greensboro Country Park Lake Five A Dam,Dam,36.1268,-79.8364
Greensboro Country Park Lake Five B Dam,Dam,36.1301,-79.8381
Gregory Lake Dam,Dam,36.4468,-78.7197
Gregorys Lake Dam,Dam,35.3952,-78.7014
Greshams Lake Dam,Dam,35.8785,-78.5753
Grey Pond Dam,Dam,35.7302,-78.8597
Griffin Dam,Dam,35.6801,-81.3215
Griffin Lake Number Two Dam,Dam,35.3246,-80.8162
Griffins Lake Dam,Dam,35.2263,-79.2834
Grogan Estate Lake Dam,Dam,36.3985,-79.9914
Grubbs Lake Dam,Dam,36.1851,-80.2331
Gullers Lake Dam,Dam,35.202,-81.2303
Gum Swamp Lake Dam,Dam,34.9104,-79.5623
Guptons Lake Dam,Dam,36.1418,-78.4581
Gusher Knob Dam,Dam,35.9835,-82.0015
Guys Pond Dam,Dam,35.4868,-78.7097
H Weil Dam,Dam,35.3885,-77.8914
Hackneys Millpond Dam,Dam,35.7368,-79.4246
Hadley Millpond Dam,Dam,35.7151,-79.3064
Hall Lake Dam,Dam,35.7135,-80.6981
Halls Pond Dam,Dam,34.8418,-78.163
Halls Pond Dam,Dam,34.9668,-78.4364
Hamlet City Lake Dam,Dam,34.8835,-79.6931
Hamlet City Lake Upper Dam,Dam,34.8994,-79.6707
Hammes Mill Pond Dam,Dam,36.3691,-78.1539
Hammonds Pond Dam,Dam,35.8535,-78.4681
Hampton Lake Dam,Dam,35.0976,-83.0815
Hancock Lake Dam,Dam,36.3135,-78.5831
Hanes Lake Dam,Dam,36.1451,-80.3614
Hanging Rock Park Lake Dam,Dam,36.3918,-80.2698
