X,Y,OBJECTID,IncidentNumber,USTNum,IncidentName,Address,CityTown,ZipCode,County,Mgr,ROCode,DateOccurred,DateReported,ConfRisk,Risk,CloseOut,CurrStatus,CDNum,LURFiled,LandUse,LatDec,LongDec,FacilID,Comm,Reg,LUR_Resc,LUR_State,RRADate,RRARisk,RRARank,RRA_Rank,RRAAbate,DocsLink
1726956.92614774,846157.221547911,2934,86727,WS-86727,MARATHON ASHLAND PETROLEUM,6311 BURNT POPLAR ROAD,GREENSBORO,27409,GUILF,,WS,,,L,,2003/10/30 00:00:00+00,C,0,,,36.071398,-79.923902,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWS-86727%2A%22%7D
2012256.90931025,451627.767131115,2935,86728,FA-86728,RICKY BAREFOOT PROPERTY,2935 GEORGE OWEN ROAD,HOPE MILLS,283062609,Cumbe,JWB,FAY,2003/07/01 00:00:00+00,2003/07/01 00:00:00+00,L,,,C,0,,,34.990929,-78.959078,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AFA-86728%2A%22%7D
1241213.43637737,735291.816679767,2936,86730,AS-86730,NEAL COFFEY RESIDENCE,504 WALNUT AVENUE,VALDESE,28690,Burke,KLB,ASH,2003/08/19 00:00:00+00,2003/08/19 00:00:00+00,L,L,,C,0,,,35.74347,-81.55736,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AAS-86730%2A%22%7D
1300810.45534903,730786.535766305,2937,86732,MO-86732,NORFOLK SOUTHERN - HICKORY AST,1074 2ND AVE,HICKORY,28601,Cataw,BCN,MOR,2003/08/24 00:00:00+00,2003/09/17 00:00:00+00,L,U,2021/05/05 00:00:00+00,C,0,2021/03/22 00:00:00+00,IND,35.735148,-81.356217,,,,,S,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AMO-86732%2A%22%7D
1317755.22649067,733399.049233722,2938,86734,MO-86734,PHARR WELL SOLVENTS,2005 12TH AVE NE & 20TH ST NE,HICKORY,28601,Cataw,,MOR,,,U,U,,C,0,,,35.743415,-81.299339,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AMO-86734%2A%22%7D
1283767.16468379,791062.035898075,2939,86736,AS-86736,CHTZ LOGISTICS SPILL,4524 OAK HILL SCHOOL ROAD,LENOIR,28645-8018,Caldw,,ASH,2002/08/24 00:00:00+00,2002/08/24 00:00:00+00,L,L,2003/09/19 00:00:00+00,A,300,,,35.899567,-81.418577,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AAS-86736%2A%22%7D
1492314.18881714,512487.844225393,2940,86737,MO-86737,IDLEWILD ROAD TANKER SPILL,11908 Idlewild Road,CHARLOTTE,28105,Meckl,DPB,MOR,2003/09/18 00:00:00+00,,L,H,2019/06/20 00:00:00+00,C,0,,RES,35.146229,-80.69843,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AMO-86737%2A%22%7D
1263167.03515121,769291.905954356,2941,86738,AS-86738,HOLIDAY HOSIERY,1905 INTERNATIONAL BLVD.,HUDSON,,Caldw,JCA,ASH,1997/06/28 00:00:00+00,1997/06/28 00:00:00+00,L,L,2011/09/17 00:00:00+00,C,0,,,35.83838,-81.48627,,,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AAS-86738%2A%22%7D
2584303.81170605,504653.343852873,2942,86742,WA-86742,MAOLA MILK FUELING FACILITY,305 AVENUE C,NEW BERN,28560,CRAVE,SNH,WAS,2003/05/03 00:00:00+00,2003/06/04 00:00:00+00,L,,2003/09/23 00:00:00+00,A,293,,RES,35.120833,-77.045833,,C,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWA-86742%2A%22%7D
1552095.8246724,706334.976203144,2943,86743,MO-86743,PLANTATION PIPELINE - SALISBURY,1625 JAKE ALEXANDER BLVD WEST,SALISBURY,28144,Rowan,RCM,MOR,1993/09/23 00:00:00+00,1993/09/23 00:00:00+00,L,L,2023/05/02 00:00:00+00,C,0,2022/11/10 00:00:00+00,IND,35.68142,-80.50832,,,,,B,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AMO-86743%2A%22%7D
1557050.06073769,513625.221298158,2944,86744,MO-86744,TOMBERLIN GROCERY,8722 OLD FERRY RD,MONROE,,Union,PMF,MOR,2001/08/31 00:00:00+00,2001/08/31 00:00:00+00,L,L,2004/03/04 00:00:00+00,A,316,,,35.152203,-80.481952,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AMO-86744%2A%22%7D
2462327.92470966,681266.74469985,2945,86745,WA-86745,CHAPIN LANDS,MACGREGOR DOWNS ROAD,GREENVILLE,27835,PITT,SNH,WAS,2003/06/06 00:00:00+00,2003/08/30 00:00:00+00,L,,2003/09/18 00:00:00+00,A,296,,RES,35.611944,-77.444444,,N,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWA-86745%2A%22%7D
1695273.11949583,796433.020975064,2946,86746,WS-96289,NOVA Chem Corp,201 Old Thomasville Road,High Point,27260,GUILF,LJM,WS,2002/01/18 00:00:00+00,2002/01/18 00:00:00+00,L,L,2004/09/23 00:00:00+00,A,,,,35.933952,-80.029359,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWS-96289%2A%22%7D
1438353.44645639,522722.020178096,2947,86748,MO-86748,CHT FACILITY M-2 WAREHOUSE,5046 OLD PINEVILLE ROAD,CHARLOTTE,28224,Meckl,DPB,MOR,,,L,,,C,0,,,35.171673,-80.879559,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AMO-86748%2A%22%7D
1432445.37132502,558360.880444976,2948,86749,MO-86749,RADIATOR SPECIALTY - CHARLOTTE,5100 TERMINAL STREET,CHARLOTTE,28208,Meckl,AJS,MOR,2003/07/18 00:00:00+00,2003/09/09 00:00:00+00,L,L,2003/09/30 00:00:00+00,A,319,,IND,35.26927,-80.90161,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AMO-86749%2A%22%7D
1536752.29840138,708206.603563835,2949,86753,MO-86753,1526 OVERCASH WELL,SHERRILLS FORD ROAD,SALISBURY,28144,ROWAN,RCM,MOR,2003/10/01 00:00:00+00,,H,H,,C,0,,,35.68591,-80.56008,, , ,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AMO-86753%2A%22%7D
2041255.22964618,814172.06033369,2950,86755,RA-86755,HOOVER ROAD,211 SOUTH HOOVER ROAD,DURHAM,,Durha,,RAL,2000/11/28 00:00:00+00,2004/09/09 00:00:00+00,L,,2009/06/30 00:00:00+00,C,0,,,35.986944,-78.860555,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2ARA-86755%2A%22%7D
2040679.52678233,814373.652997151,2951,86756,RA-86756,HARVARD AVENUE,3001 HARVARD AVENUE,DURHAM,27702,Durha,JFM,RAL,2000/11/02 00:00:00+00,2003/10/04 00:00:00+00,L,,2009/06/30 00:00:00+00,C,0,,,35.9875,-78.8625,,N,R,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2ARA-86756%2A%22%7D
774134.781562582,520886.174432707,2952,86759,AS-86759,HOOPER PROPERTY,104 BURNS STREET,CASHIERS,28717,Jacks,DPM,ASH,2003/09/30 00:00:00+00,2003/09/30 00:00:00+00,H,H,,C,0,,,35.111666,-83.100277,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AAS-86759%2A%22%7D
1284341.77596628,722396.144783867,2953,86760,AS-86760,NEUVILLE INDUSTRIES (COMPRESSOR),9451 NEUVILLE AVENUE,HILDEBRAN,28637,Burke,,ASH,2003/08/02 00:00:00+00,2003/10/01 00:00:00+00,L,L,2003/12/19 00:00:00+00,A,301,,,35.711017,-81.411007,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AAS-86760%2A%22%7D
2229150.12277817,710874.416192162,2954,86761,FA-86761,"PURVIS, WADE STANLY PROPERTY",5335 ANTIOCH CHURCH RD,MIDDLESEX,27576,JOHNS,JWB,FAY,2003/10/03 00:00:00+00,2003/10/03 00:00:00+00,H,H,,C,0,,,35.700793,-78.228177,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AFA-86761%2A%22%7D
1635076.87253468,838536.067453466,2955,86764,WS-86764,SOUTHSIDE TOWING FACILITY,HARMON @ CLEMMONSVILLE RD,WINSTON-SALEM,27107,FORSY,LME,WS,2003/08/05 00:00:00+00,2003/08/21 00:00:00+00,L,L,2003/11/11 00:00:00+00,C,0,,,36.04772,-80.234449,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWS-86764%2A%22%7D
2051784.18383868,855040.850373053,2956,86765,RA-86765,ORGANON TEKNIKA,100 AKZO AVENUE,DURHAM,27702,Durha,JFM,RAL,1994/01/25 00:00:00+00,1994/05/12 00:00:00+00,U,,,C,0,,,36.099166,-78.824722,,N,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2ARA-86765%2A%22%7D
2633136.34302886,610313.712253799,2957,86766,WA-86766,PHILLIPS TRUCKING COMPANY,7399 CORE POINT ROAD,BLOUNTS CREEK,27814,BEAUF,RMB,WAS,2003/06/10 00:00:00+00,2003/08/28 00:00:00+00,L,,2004/03/27 00:00:00+00,A,293,,RES,35.408333,-76.875,,C,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWA-86766%2A%22%7D
1819306.45622058,1009121.22319275,2958,86767,WS-86767,HERMAN POWELL PROPERTY,1539 PERKINSON ROAD,RUFFIN,27326,ROCKI,SEK,WS,2003/08/27 00:00:00+00,2003/08/27 00:00:00+00,L,L,,C,0,,,36.520967,-79.614843,,N,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWS-86767%2A%22%7D
1435894.74776245,548832.493344825,2959,86768,MO-86768,MIDAS AUTO SERVICE,3042 FREEDOM DRIVE,CHARLOTTE,28208,Meckl,DPB,MOR,2003/10/01 00:00:00+00,2003/10/01 00:00:00+00,L,U,2013/04/13 00:00:00+00,A,592,,,35.243275,-80.889448,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AMO-86768%2A%22%7D
1637042.8491455,761145.418557074,2960,86769,WS-86769,PACE OIL GASOLINE SPILL-HOLLY GROVE ROAD AND ,INTERSECTION OF W. HOLLY GROVE,LEXINGTON,27292,DAVID,CDD,WS,2001/12/25 00:00:00+00,2003/10/14 00:00:00+00,L,L,2004/03/03 00:00:00+00,A,334,,RES,35.8352,-80.22457,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWS-86769%2A%22%7D
2181693.28640132,934741.45077988,2961,86770,RA-86770,"BULLOCK, TASHA RESIDENCE",142 SOUTH SHANK STREET,HENDERSON,27537,Vance,,RAL,1995/05/12 00:00:00+00,1995/05/12 00:00:00+00,U,,,C,0,,,36.316666,-78.383333,,N,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2ARA-86770%2A%22%7D
2344156.77922015,617559.301361535,2962,86771,WA-88330,SUTTON REST HOME,4258 HIGHWAY 31 NORTH,GOLDSBORO,27530,WAYNE,RMB,WAS,2003/10/21 00:00:00+00,2003/10/21 00:00:00+00,L,,2005/08/11 00:00:00+00,A,297,,RES,35.441357,-77.844498,,N,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWA-88330%2A%22%7D
1431752.1165091,746070.95238505,2963,86773,MO-86773,JIM'S TRANSMISSIONS,1614 NEWTON DRIVE,STATESVILLE,28677,Irede,RHT,MOR,2003/10/30 00:00:00+00,2003/10/30 00:00:00+00,L,U,2003/10/30 00:00:00+00,A,316,,,35.78487,-80.91607,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AMO-86773%2A%22%7D
2136122.36149917,743496.702958289,2964,86777,RA-86777,C.C. MANGUM ASPHALT PLANT(FORMER),5201 OLD US 64 EAST,RALEIGH,27606,Wake,,RAL,2003/07/02 00:00:00+00,2006/04/11 00:00:00+00,L,L,,C,0,,,35.792,-78.541,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2ARA-86777%2A%22%7D
2337575.08124606,253193.486172596,2965,86779,WI-86779,"Hayes Residence, Heating Oil AST Release",8045 NC Highway 117,Rocky Point,,Pende,NPM,WIL,2003/11/14 00:00:00+00,2003/11/27 00:00:00+00,L,,2004/03/02 00:00:00+00,A,469,,,34.440453,-77.880391,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-86779%2A%22%7D
2136122.36149917,743496.702958289,2966,86782,RA-86782,NCDOT SITE-C.C. MANGUM US 64E,5201 OLD US 64 EAST,RALEIGH,27606,Wake,,RAL,2003/07/02 00:00:00+00,2006/04/11 00:00:00+00,U,,,C,0,,,35.792,-78.541,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2ARA-86782%2A%22%7D
2703885.9589749,663994.594797513,2967,86787,WA-86787,BELHAVEN FIRE AND RESCUE,245 HASLIN STREET,BELHAVEN,27810,BEAUF,RMB,WAS,2003/10/04 00:00:00+00,2003/10/04 00:00:00+00,L,,2004/03/11 00:00:00+00,A,293,,RES,35.551388,-76.633333,,N,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWA-86787%2A%22%7D
2351835.24703616,812011.669028863,2968,86789,RA-86789,AVERITT EXPRESS,1462 JEFFREY'S ROAD,ROCKY MOUNT,,Nash,,RAL,2003/08/14 00:00:00+00,2005/09/01 00:00:00+00,L,,2005/09/01 00:00:00+00,C,0,,,35.9753,-77.8109,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2ARA-86789%2A%22%7D
2326153.20894601,591178.939300059,2969,86790,WA-88228,AIR FORCE PIPELINE/NORFOLK SOUTHERN,THOROUGHFAR ROAD,GOLDSBORO,27530,WAYNE,RMB,WAS,2003/07/22 00:00:00+00,2003/10/30 00:00:00+00,L,,2009/10/27 00:00:00+00,A,572,,RES,35.36944,-77.905916,,C,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWA-88228%2A%22%7D
2315404.63289972,344378.810315828,2970,86793,WI-86793,Jose Murray Residence/J&E Trucking Incident,10360 US Highway 117 N,Willard,28478,Pende,,WIL,2003/08/01 00:00:00+00,2003/08/02 00:00:00+00,L,,2003/12/12 00:00:00+00,A,469,,,34.69166,-77.95072,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-86793%2A%22%7D
2302980.4581089,812085.940887668,2971,86796,RA-86796,J & K TRUCKING,HIGHWAY 64 WEST,NASHVILLE,,Nash,BRH,RAL,2003/07/26 00:00:00+00,2005/09/01 00:00:00+00,L,,2005/09/01 00:00:00+00,C,0,,,35.977,-77.976,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2ARA-86796%2A%22%7D
954943.634157056,681599.182213417,2972,86797,AS-86797,Cain Residence,19 Sayles Road,Asheville,28803,Bunco,MES,ASH,2003/12/04 00:00:00+00,2003/12/04 00:00:00+00,L,L,,C,0,,,35.57197,-82.51508,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AAS-86797%2A%22%7D
1442873.66341011,558614.30308971,2973,86856,MO-86856,WATKINS MOTOR LINES,1001 NORTH I-85 SERVICE ROAD,CHARLOTTE,28231,MECKL,AJS,MOR,1989/09/15 00:00:00+00,1989/09/15 00:00:00+00,L,U,1993/09/25 00:00:00+00,A,427,,,35.27051,-80.866694,, ,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AMO-86856%2A%22%7D
1979394.85827968,725069.690176349,2974,86857,RA-86857,WILSONVILLE BOAT AND RV STORAGE,6125 HIGHWAY 64 EAST,PITTSBORO,,Chath,,RAL,2003/11/21 00:00:00+00,2004/11/10 00:00:00+00,L,,2004/11/10 00:00:00+00,C,0,,,35.74222,-79.06944,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2ARA-86857%2A%22%7D
2133573.61368254,735273.24635392,2975,86858,RA-86858,"FOSTER, JACKIE",4355 OLD POOLE ROAD,RALEIGH,27610,Wake,SMJ,RAL,2003/10/14 00:00:00+00,2003/10/14 00:00:00+00,L,L,,C,0,,RES,35.76944,-78.54972,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2ARA-86858%2A%22%7D
2065577.96043921,709312.931821113,2976,86864,RA-86864,"POWELL, WILLIAM PROPERTY",4004 TEN TEN,APEX,,Wake,,RAL,2003/10/04 00:00:00+00,2003/10/04 00:00:00+00,L,L,2004/07/20 00:00:00+00,C,0,,,35.69875,-78.77913,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2ARA-86864%2A%22%7D
2262497.32335821,637760.458344231,2977,86865,FA-86865,JOHNSTON COMMUNITY COLLEGE INDUSTRIAL BUILDIN,245 COLLEGE ROAD,SMITHFIELD,27577,JOHNS,JWB,FAY,2003/09/06 00:00:00+00,2003/09/06 00:00:00+00,L,L,,C,0,,,35.49916,-78.11805,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AFA-86865%2A%22%7D
2182779.85303108,586710.459968864,2978,86867,FA-86867,USAF F-15E CRASH,WHITE OAK ROAD,FOUR OAKS,27524,JOHNS,JWB,FAY,2003/07/25 00:00:00+00,2003/07/25 00:00:00+00,L,L,2006/02/18 00:00:00+00,A,561,,,35.36055,-78.38694,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AFA-86867%2A%22%7D
2580134.17429113,657666.850184261,2979,86868,WA-86868,ADAM LOPEZ,324 EAST SECOND STREET,WASHINGTON,27889,BEAUF,RMB,WAS,2003/11/18 00:00:00+00,2003/11/18 00:00:00+00,U,,,C,0,,RES,35.541399,-77.049722,,N,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWA-86868%2A%22%7D
1344782.56413044,659565.720465141,2980,86869,MO-86869,LONG MEADOW LANE,323 LONG MEADOW LANE,LINCOLNTON,28092,Linco,RCM,MOR,2003/12/21 00:00:00+00,2003/11/22 00:00:00+00,H,H,,C,0,,,35.5423,-81.20276,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AMO-86869%2A%22%7D
2485086.64975981,372220.770045342,2981,86870,WI-86870,Onslow Memorial Hospital,317 Western Boulevard,Jacksonville,28546,Onslo,,WIL,2003/10/14 00:00:00+00,2003/10/14 00:00:00+00,L,,2004/01/07 00:00:00+00,A,471,,,34.7619,-77.3848,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWI-86870%2A%22%7D
1774253.21984068,844124.601022479,2982,86871,WS-86871,TOWN HOMES AT WILLOW OAKS,711 WILLOW HOPE STREET,GREENSBORO,27401,GUILF,,WS,2003/09/23 00:00:00+00,2003/11/19 00:00:00+00,L,,2003/11/19 00:00:00+00,A,336,,,36.066919,-79.763819,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWS-86871%2A%22%7D
1715265.00843604,805245.218859192,2983,86872,WS-86872,HS PROPERTY,2919 STATION COURT,HIGH POINT,27260,GUILF,AED,WS,,,U,,,C,0,,,35.95871,-79.96212,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWS-86872%2A%22%7D
1773012.73886341,880142.818493156,2984,86874,WS-86874,JACK'S USED AUTO PARTS,4907 YANCEYVILLE ROAD,BROWNS SUMMIT,27214,GUILF,AED,WS,,,U,,,C,0,,,36.16583,-79.76896,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWS-86874%2A%22%7D
2325349.6799313,711388.815579419,2985,86875,RA-86875,"TOBACCO PROCESSORS, INC.",1920 FARRIOR ROAD,WILSON,27893,Wilso,,WAS,2003/10/15 00:00:00+00,2003/10/15 00:00:00+00,U,,,C,0,,,35.69972,-77.90416,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2ARA-86875%2A%22%7D
1430217.46808433,541637.563874249,2986,86876,MO-88152,BLUE CHIP MACHINE CO.,4017 HARGROVE AVENUE,CHARLOTTE,28208,MECKL,DPB,MOR,2004/01/08 00:00:00+00,2004/01/09 00:00:00+00,U,U,,C,0,,IND,35.223211,-80.907996,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AMO-88152%2A%22%7D
1394623.44202122,550919.128196965,2987,86877,MO-86877,Spartan Dyers (formerly Pharr Yarns),"P.O. Box 790, 217 Sterling St.",Belmont,28012,Gasto,BCN,MOR,2004/01/06 00:00:00+00,2004/02/21 00:00:00+00,U,U,,C,0,,,35.24677,-81.02779,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AMO-86877%2A%22%7D
2217643.53673371,562219.164289976,2988,86878,WA-88359,EDWARDS RESIDENCE (DAVID),2679A SELAH CHURCH RD,FOUR OAKS,27524,WAYNE,RMB,WAS,2004/01/06 00:00:00+00,2004/01/06 00:00:00+00,L,,2004/05/04 00:00:00+00,A,297,,RES,35.292611,-78.270611,,N,N,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWA-88359%2A%22%7D
1871136.27714667,856829.427976438,2989,86879,WS-86879,CARRIE KNIGHT,425 GREEN STREET,BURLINGTON,,ALAMA,SEK,WS,2003/11/14 00:00:00+00,2003/12/03 00:00:00+00,L,L,,C,0,,,36.103427,-79.436209,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2AWS-86879%2A%22%7D
2064224.04878365,758296.114877466,2990,86880,RA-86880,RDU AIRPORT-AREA 1AND 2,RDU AIRPORT NORTH RAMP ROAD,RALEIGH,,Wake,,RAL,1999/07/02 00:00:00+00,1999/07/02 00:00:00+00,L,L,2004/07/23 00:00:00+00,C,0,,,35.83333,-78.78333,,,,,,,,,0,,http://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand=%7B%5BWM%5D%3A%5BProgram_ID%5D%3D%22%2ARA-86880%2A%22%7D
