FID,FID_,OVERSITE_P,SITE_NAME,SITE_ADD,SITE_CITY,SITE_ZIP,SITE_COUNT,LATITUDE,LONGITUDE,HOR_DATUM,COLLECT_ME,SITE_ID,ALT_SITE_N,SITE_MNGR,PHONE,EMAIL,EPA_INFO_L,DATE_OF_UP,DOC_LINK,x,y,GlobalID
131,,NPL,MCAS Cherry Point,Roosevelt Blvd At Slocum Rd,Cherry Point,28533,Craven,34.9,-76.8917,,,NC1170027261,,Sue Murphy,(919) 707-8354,sue.murphy@deq.nc.gov,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0403174,2023/10/03 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NC1170027261*%22},,,{43D699B8-0E76-4BFB-97D5-BB9F3600395B}
132,,NPL,MCAS Cherry Point MCALF Bogue,5227 NC-24,Newport,28570,Bogue,34.69484,-77.029596,,,NC1170027261,MCALF Bogue,Sue Murphy,(919) 707-8354,sue.murphy@deq.nc.gov,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0403174,2023/10/03 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NC1170027261*%22},,,{09AF18EC-537E-4C00-819E-FC400A28D2B7}
133,,NPL,MCAS Cherry Point MCALF Oak Grove,1380 Oak Grove Road,Trenton,28585,Jones,35.03031,-77.252894,,,NC1170027261,MCALF Oak Grove,Sue Murphy,(919) 707-8354,sue.murphy@deq.nc.gov,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0403174,2023/10/03 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NC1170027261*%22},,,{7F3074BE-04D3-4F7B-B954-0675C0994C7B}
134,,NPL,MCAS Cherry Point MCOLF Atlantic,,Atlantic,28533,Carteret,34.889673,-76.351085,,,NC1170027261,MCOLF Atlantic,Sue Murphy,(919) 707-8354,sue.murphy@deq.nc.gov,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0403174,2023/10/03 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NC1170027261*%22},,,{78C93C89-9571-4645-8E31-F4F4131F26DB}
135,,NPL,National Starch & Chemical Corporation,Cedar Springs Rd.,Salisbury,28144,Rowan,35.6305,-80.5322,NAD83,INTERPOLATION - DIGITAL MAP SRCE (TIGER),NCD991278953,,Tessa Monday,(919)707-8380,tessa.monday@deq.nc.gov,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0403168,2023/10/03 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NCD991278953*%22},,,{8D6702E1-AAAC-43C1-883B-CDC2B5CBDD7E}
136,,DOD,Naval Auxiliary Air Station Edenton,Midway Dr & Country Club Dr,Edenton,27932,Chowan,36.01172,-76.56454,,,NC9799F4833,,George Adams,(919) 707-8131,george.adams@deq.nc.gov,,2023/10/03 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NC9799F4833*%22},,,{4BD05D4C-AF2B-47A2-AFCD-1030C6DAB938}
137,,NPL,North Belmont PCE,510 Woodlawn Avenue,North Belmont,28120,Gaston,35.27347,-81.05125,NAD83,INTERPOLATION - DIGITAL MAP SRCE (TIGER),NCD986187128,,Beth Hartzell,(919) 707-8335,beth.hartzell@deq.nc.gov,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0405619,2023/10/03 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NCD986187128*%22},,,{4C112F9E-4C5F-43D9-BFC3-C2AEBB61DA75}
138,,NPL,North Carolina State University (Lot 86 Farm Unit #1),Trinity Road,Raleigh,27607,Wake,35.804,-78.7175,NAD83,INTERPOLATION - DIGITAL MAP SRCE (TIGER),NCD980557656,,David Mattison,(919) 707-8336,David.Mattison@deq.nc.gov,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0403015,2023/10/03 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NCD980557656*%22},,,{8C5D0FA6-543F-4998-822E-486341F14BD6}
139,,NPL Cailber,Northeast Chemical Company Site,2600 U.S. Highway 421 North,Wilmington,28401,New Hanover,34.27326,-77.95269,,ON SCREEN PLACEMENT,NCSFN0406973,,David Mattison,(919) 707-8336,David.Mattison@deq.nc.gov,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0406973,2023/10/03 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NCSFN0406973*%22},,,{F609A05B-B490-4787-BA05-FD88395A179C}
140,,NPL,Ore Knob Mine,Ore Knob Mine Road,Jefferson,28640,Ashe,36.402,-81.328,,,NCN000409895,,Beth Hartzell,(919) 707-8335,beth.hartzell@deq.nc.gov,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0409895,2023/10/03 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NCN000409895*%22},,,{050D19BA-8EB6-468F-91B5-47A627A74646}
141,,NPL,Potter'S Septic Tank Service Pits,Intersection Of Joe Baldwin Drive And Grainger Circle,Sandy Creek,28451,Brunswick,34.284646,-78.153957,NAD83,INTERPOLATION - DIGITAL MAP SRCE (TIGER),NCD981023260,,Beth Hartzell,(919) 707-8335,beth.hartzell@deq.nc.gov,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0403122,2023/10/03 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NCD981023260*%22},,,{6C276B4C-5946-4AFF-9826-84E938DD94E9}
142,,NPL,Ram Leather Care,15100 Albemarle Rd,Charlotte,28227,Mecklenburg,35.231978,-80.602642,NAD83,INTERPOLATION-MAP,NCD982096653,,Beth Hartzell,(919) 707-8335,beth.hartzell@deq.nc.gov,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0406303,2023/10/03 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NCD982096653*%22},,,{4209F054-EBAE-42DD-BAB8-FDD9FF4E0571}
143,,NPL,Reasor Chemical Company,Nc 132,Castle Hayne,28429,New Hanover,34.34304,-77.8967,NAD83,INTERPOLATION - DIGITAL MAP SRCE (TIGER),NCD986187094,,David Mattison,(919) 707-8336,David.Mattison@deq.nc.gov,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0405590,2023/10/03 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NCD986187094*%22},,,{307ED002-99BC-4FF4-A972-EF5F949B7ECD}
144,,DOD,Seymour Johnson Afb,1290 Jabara Ave,Seymour Johnson Afb,27531,Wayne,35.340278,-77.961389,,,NC9799F4837,,Tessa Monday,(919)707-8380,tessa.monday@deq.nc.gov,,2023/10/03 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NC9799F4837*%22},,,{FEE9141F-D7A0-4779-9A56-4516166C7457}
145,,NPL,Sigmon'S Septic Tank Service,1268 Eufola Road,Statesville,28677-2470,Iredell,35.718013,-80.968243,NAD27,INTERPOLATION-MAP,NCD062555792,,Beth Hartzell,(919) 707-8335,beth.hartzell@deq.nc.gov,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0406611,2023/10/03 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NCD062555792*%22},,,{F55AD736-D2D8-4C23-B428-425EC971A1CB}
146,,DOD,Southern Shores,"Porpoise Run, Hwy 12, Yucca Ln",Southern Shores,27949,Dare,36.111517,-75.728134,,,NC9799F9729,,George Adams,(919) 707-8131,george.adams@deq.nc.gov,,2023/10/03 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NC9799F9729*%22},,,{6490D0B6-FF98-494B-9405-DB10CE541CBB}
147,,State Deferral,Southern Wood Piedmont Co,Greenfield Street,Wilmington,28401,New Hanover,34.21473,-77.94971,,ON SCREEN PLACEMENT,NCD058517467,,David Mattison,(919) 707-8336,David.Mattison@deq.nc.gov,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0402821,2023/10/03 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NCD058517467*%22},,,{CB7C8E10-C545-43CF-87A4-D7C0C7733978}
148,,State Deferral,Stony Hill Road TCE,7303 Stony Hill Road,Wake Forest,27587,Wake,35.98943,-78.608183,,,NCN000410857,,Tessa Monday,(919)707-8380,tessa.monday@deq.nc.gov,,2023/10/03 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NCN000410857*%22},,,{337B6DE6-A357-4A35-A281-A545F62A9AF7}
149,,NPL Cailber,Triangle Pacific Corp Ixl Division,190 Tcom Drive,Elizabeth City,27909,Pasquotank,36.22733,-76.13555,,ON SCREEN PLACEMENT,NCD087336335,,Tessa Monday,(919)707-8380,tessa.monday@deq.nc.gov,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0402933,2023/10/03 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NCD087336335*%22},,,{EA2712CD-5CDE-4B3B-8DB7-1E7D2C445682}
150,,DOD,USA Tarheel Army Missile Plant,204 Graham-Hopedale Rd,Burlington,,Alamance,36.097507,-79.406159,,GEOCODE (ADDRESS MATCH),NC7210020544,,Sue Murphy,(919) 707-8354,sue.murphy@deq.nc.gov,,2023/10/03 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NC7210020544*%22},,,{C64F6FD3-D3A4-442E-A5BF-5F19531418D6}
151,,NPL Cailber,VCC-Almont,2400 U.S. Highway 421 North,Wilmington,28401,New Hanover,34.2708,-77.95461,,ON SCREEN PLACEMENT,NC0002178580,Virginia Carolina Chemical (Vcc) Almont Works,David Mattison,(919) 707-8336,David.Mattison@deq.nc.gov,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0406754,2023/10/03 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NC0002178580*%22},,,{E3055FC9-C101-432F-8A40-3D06FA2E83C2}
152,,NPL Cailber,VCC-Charlotte,349 Tremont Avenue,Charlotte,28203,Mecklenburg,35.21024,-80.86518,,ON SCREEN PLACEMENT,NCN000410661,Virginia Carolina Chemical (Vcc) Charlotte,David Mattison,(919) 707-8336,David.Mattison@deq.nc.gov,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0410661,2023/10/03 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NCN000410661*%22},,,{00842DC0-F907-4A40-BD75-65CBBB78A796}
153,,NPL Cailber,VCC-Durham,2700 Angier Avenue,Durham,27703,Durham,35.97716,-78.87184,,ON SCREEN PLACEMENT,NONCD0001149,Virginia Carolina Chemical (Vcc) Durham,David Mattison,(919) 707-8336,David.Mattison@deq.nc.gov,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0410820,2023/10/03 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NONCD0001149*%22},,,{66CF5902-E4AF-4473-9E63-DC1979A831E2}
154,,NPL Cailber,VCC-Wadesboro,Stanback Ferry Road,Wadesboro,28170,Anson,34.97212,-80.05713,,ON SCREEN PLACEMENT,NCSFN0406924,Virginia Carolina Chemical (Vcc) Wadesboro,David Mattison,(919) 707-8336,David.Mattison@deq.nc.gov,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0406924,2023/10/03 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NCSFN0406924*%22},,,{E09C81E9-7DBD-4E2E-A54A-740D1D83F192}
155,,NPL Cailber,VCC-Winston-Salem,Intersection Of Indiana Ave And Two Separate Branches Of Norfolk Southern Rail,Winston-Salem,27105,Forsyth,36.12698,-80.23449,,ON SCREEN PLACEMENT,NCN000410344,Virginia Carolina Chemical (Vcc) Winston Salem,David Mattison,(919) 707-8336,David.Mattison@deq.nc.gov,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0410344,2023/10/03 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NCN000410344*%22},,,{1AA002F7-FCD9-4932-A76A-7DC8A9446D0E}
156,,NPL,Ward Transformer Company,6720 Mt. Herman Road,Raleigh,27612,Wake,35.90194,-78.77361,,,NCD003202603,,Beth Hartzell,(919) 707-8335,Beth.Hartzell@deq.nc.gov,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0406082,2023/10/03 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NCD003202603*%22},,,{61BAEFAB-AB29-4F9D-963C-2ECC6802BDC1}
157,,NPL Cailber,Weyerhaeuser Company Plymouth Wood Treating Plant,1000 Nc 149,Plymouth,27962,Martin,35.852,-76.753,,,NCD991278540,,Beth Hartzell,(919) 707-8335,beth.hartzell@deq.nc.gov,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0403156,2023/10/03 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NCD991278540*%22},,,{24B283A9-7625-4C4C-8FAF-BA51EA9D1468}
158,,NPL,Wright Chemical Corporation,333 Neils Eddy Road,Riegelwood,28456,Columbus,34.32788,-78.20314,,ON SCREEN PLACEMENT,NCD024766719,,David Mattison,(919) 707-8336,David.Mattison@deq.nc.gov,https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0402720,2023/10/03 00:00:00+00,https://edocs.deq.nc.gov/WasteManagement/Search.aspx?dbid=0&searchcommand={[WM]:[Program_ID]=%22*NCD024766719*%22},,,{91586906-6848-4397-8566-3B555A4178A9}
